age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
37,unemployed,single,secondary,no,756,yes,no,2,jun,74,1,-1,0,no
35,management,married,tertiary,no,15298,no,no,7,aug,642,3,-1,0,no
53,management,divorced,tertiary,no,195,yes,no,29,may,217,1,-1,0,no
45,blue-collar,married,secondary,no,3412,yes,no,12,may,101,2,-1,0,no
50,blue-collar,married,primary,no,-1,no,no,19,aug,195,2,-1,0,no
93,retired,married,unknown,no,775,no,no,22,jul,860,2,177,7,yes
44,services,married,secondary,no,361,yes,no,29,may,217,1,-1,0,no
41,services,divorced,secondary,no,787,yes,no,8,may,297,2,-1,0,no
43,technician,married,secondary,no,536,yes,no,17,nov,77,1,-1,0,no
35,services,married,secondary,no,871,yes,no,1,jul,108,1,-1,0,no
56,services,married,secondary,no,83,no,no,27,aug,26,11,-1,0,no
51,admin.,married,secondary,no,91,no,no,19,aug,224,2,-1,0,no
47,technician,married,secondary,no,1387,yes,no,30,may,219,4,-1,0,no
58,unemployed,married,secondary,no,2690,no,no,7,aug,142,2,-1,0,no
48,services,divorced,secondary,no,457,yes,no,11,may,199,1,326,5,no
41,self-employed,married,tertiary,no,57,no,no,19,aug,61,5,-1,0,no
42,management,married,unknown,no,1519,no,no,19,oct,230,1,92,1,yes
45,admin.,married,secondary,no,72,yes,yes,15,may,262,2,352,2,no
51,housemaid,married,unknown,no,819,no,no,11,jun,316,1,-1,0,no
44,blue-collar,married,secondary,no,2092,no,yes,18,jun,452,1,-1,0,no
44,admin.,married,unknown,no,-299,yes,no,23,may,268,1,-1,0,no
32,admin.,single,tertiary,no,3188,no,no,5,feb,65,2,242,1,no
32,technician,single,secondary,no,1732,yes,no,14,aug,1871,3,-1,0,yes
29,admin.,single,tertiary,no,200,yes,no,11,may,195,1,357,1,no
28,blue-collar,married,secondary,no,1021,yes,no,20,apr,774,2,326,1,no
39,admin.,married,secondary,no,168,no,no,6,oct,96,1,-1,0,no
34,blue-collar,single,secondary,no,855,yes,no,16,jul,578,1,-1,0,yes
35,self-employed,single,secondary,no,690,yes,no,17,nov,1012,1,-1,0,no
40,blue-collar,married,secondary,no,5,no,no,26,mar,86,2,-1,0,no
36,management,married,unknown,no,1597,yes,no,21,nov,137,1,-1,0,no
27,admin.,single,secondary,no,0,yes,no,27,may,265,1,-1,0,no
31,services,married,secondary,no,593,yes,no,19,nov,391,2,-1,0,no
59,retired,married,secondary,no,2467,no,no,20,nov,972,2,-1,0,no
34,blue-collar,married,secondary,no,840,yes,no,12,may,275,3,-1,0,no
37,management,married,tertiary,no,1428,no,no,16,nov,333,2,-1,0,no
25,blue-collar,single,secondary,no,674,no,no,24,jul,736,2,-1,0,no
45,admin.,married,secondary,no,43,no,no,12,aug,114,4,-1,0,no
50,services,married,primary,no,2603,no,no,18,nov,114,1,-1,0,no
45,technician,single,tertiary,no,5336,no,no,28,may,99,2,-1,0,no
37,blue-collar,married,secondary,no,16727,yes,no,20,apr,152,2,-1,0,no
28,admin.,single,secondary,no,392,yes,yes,4,feb,214,2,259,2,no
41,unemployed,married,primary,no,-117,yes,no,6,feb,117,6,-1,0,no
57,retired,married,tertiary,no,34,no,yes,28,jan,139,1,-1,0,no
35,services,single,secondary,no,35,yes,no,14,may,152,1,-1,0,no
49,technician,married,secondary,yes,410,no,no,27,aug,117,7,-1,0,no
24,services,married,secondary,no,51,yes,yes,15,may,187,2,-1,0,no
28,blue-collar,single,secondary,no,39,no,no,31,jul,22,7,-1,0,no
31,management,single,tertiary,no,3625,yes,no,19,nov,112,1,180,2,no
32,management,married,tertiary,no,423,no,no,22,jul,212,17,-1,0,no
27,management,married,tertiary,no,312,no,no,5,feb,251,1,-1,0,no
50,technician,married,secondary,no,3370,no,no,2,jun,160,2,-1,0,yes
49,self-employed,married,tertiary,no,206,yes,no,23,jul,108,2,-1,0,no
38,blue-collar,married,secondary,no,43,no,yes,4,jul,135,3,-1,0,no
30,management,married,tertiary,no,7,yes,no,28,aug,173,1,164,4,yes
54,blue-collar,married,secondary,no,3002,no,no,13,aug,110,4,-1,0,no
45,technician,married,tertiary,no,533,yes,no,16,jun,332,2,-1,0,no
33,management,divorced,tertiary,no,433,no,no,21,aug,575,4,-1,0,no
43,management,single,secondary,no,2968,no,no,20,jun,30,4,-1,0,no
35,technician,married,secondary,no,294,yes,no,9,mar,301,1,90,4,yes
49,technician,married,secondary,no,-353,yes,yes,27,may,123,2,-1,0,no
34,blue-collar,single,secondary,no,47,yes,no,18,nov,810,2,-1,0,no
52,retired,married,secondary,no,0,no,no,22,aug,351,5,-1,0,no
29,blue-collar,married,secondary,no,64,yes,yes,14,jul,611,2,-1,0,no
33,unemployed,single,tertiary,no,3805,yes,no,4,feb,72,1,-1,0,no
35,blue-collar,single,primary,no,1277,yes,no,20,apr,143,4,-1,0,no
39,student,single,unknown,no,64,no,no,12,nov,366,2,98,1,no
36,services,single,secondary,no,616,yes,yes,12,may,156,3,-1,0,no
45,services,married,primary,no,60,no,no,9,jun,349,2,-1,0,no
28,technician,single,secondary,yes,-1042,yes,no,6,jun,712,2,-1,0,yes
44,technician,divorced,secondary,no,12,no,no,11,aug,295,3,-1,0,no
42,self-employed,married,primary,no,3641,yes,no,14,may,869,1,-1,0,no
29,management,single,tertiary,no,36252,yes,no,30,apr,501,1,-1,0,yes
37,admin.,divorced,secondary,no,450,yes,yes,24,jun,15,1,-1,0,no
36,admin.,married,tertiary,no,289,no,no,21,jul,150,4,-1,0,no
51,entrepreneur,married,unknown,no,606,yes,no,28,may,560,9,-1,0,yes
47,management,single,tertiary,no,153,yes,no,18,nov,192,2,-1,0,no
41,admin.,married,secondary,no,549,yes,no,8,may,326,4,-1,0,no
44,blue-collar,married,secondary,no,1071,yes,no,11,may,143,3,357,1,no
58,admin.,married,secondary,no,5680,no,yes,18,nov,237,2,-1,0,no
26,technician,single,tertiary,no,468,yes,no,14,may,221,2,364,1,no
45,management,married,tertiary,no,103,yes,no,7,may,35,4,-1,0,no
42,technician,divorced,secondary,no,248,no,no,19,aug,163,4,-1,0,no
49,blue-collar,married,secondary,no,141,no,no,6,aug,275,1,-1,0,no
38,technician,single,secondary,no,373,yes,no,11,jul,404,1,-1,0,no
49,unknown,single,tertiary,no,2226,no,no,17,jun,138,3,-1,0,no
44,admin.,single,secondary,no,275,yes,no,14,may,7,5,367,4,no
50,technician,married,secondary,no,20,yes,no,9,jul,95,1,-1,0,no
39,blue-collar,married,secondary,no,8152,no,no,20,nov,80,1,-1,0,no
34,management,married,tertiary,no,362,yes,no,30,may,38,3,-1,0,no
74,retired,married,primary,no,0,no,no,13,nov,332,2,92,2,no
27,management,single,secondary,no,924,yes,no,3,feb,84,1,-1,0,no
56,technician,married,unknown,no,689,no,no,31,jul,232,2,-1,0,no
63,admin.,divorced,secondary,no,4680,no,no,15,sep,953,2,-1,0,yes
43,housemaid,married,primary,no,25,no,no,12,aug,121,2,-1,0,no
38,admin.,married,secondary,no,545,no,no,12,jun,436,1,-1,0,no
43,technician,married,secondary,no,48,yes,no,8,jul,89,1,-1,0,no
46,housemaid,married,primary,no,4064,no,no,20,jun,62,4,-1,0,no
53,blue-collar,married,primary,no,2135,no,no,4,feb,152,2,-1,0,no
30,unemployed,divorced,secondary,no,7105,no,no,22,dec,321,2,-1,0,yes
26,services,single,secondary,no,50,yes,no,12,aug,153,1,-1,0,no
42,technician,single,secondary,no,146,no,no,8,aug,229,2,-1,0,no
28,services,single,secondary,no,0,no,no,28,jan,452,1,-1,0,no
48,management,married,primary,no,2537,no,no,26,aug,219,6,-1,0,no
37,admin.,married,tertiary,no,0,yes,no,21,jul,115,1,-1,0,no
36,self-employed,single,tertiary,no,353,no,no,11,aug,361,2,181,2,yes
50,retired,married,primary,no,29,no,no,20,jun,135,5,-1,0,no
43,blue-collar,married,secondary,no,678,yes,yes,13,apr,299,3,-1,0,no
38,technician,single,secondary,no,614,yes,no,20,may,116,1,-1,0,no
57,self-employed,divorced,tertiary,no,6519,no,no,20,nov,1040,1,-1,0,no
38,technician,single,tertiary,no,221,no,no,20,aug,79,3,-1,0,no
34,technician,married,secondary,no,-1490,yes,yes,7,may,219,1,-1,0,no
33,management,married,tertiary,no,540,no,no,11,aug,79,4,-1,0,no
36,management,divorced,tertiary,no,1343,yes,yes,16,may,73,1,-1,0,no
33,blue-collar,married,unknown,no,24,yes,no,14,may,535,1,-1,0,no
33,self-employed,married,tertiary,no,1545,yes,no,21,may,357,2,-1,0,no
33,management,single,tertiary,no,312,no,no,11,aug,271,1,369,3,no
37,blue-collar,married,secondary,no,387,yes,yes,13,may,413,1,-1,0,no
58,retired,married,secondary,no,255,no,no,28,may,362,3,-1,0,no
32,management,single,tertiary,no,474,yes,no,7,aug,90,3,-1,0,no
31,management,single,tertiary,no,453,yes,no,30,may,58,3,-1,0,no
45,admin.,married,unknown,no,1783,no,no,20,jun,11,11,-1,0,no
27,technician,single,secondary,no,598,yes,no,18,may,309,2,-1,0,no
45,technician,divorced,secondary,no,-14,no,no,18,nov,39,2,127,3,no
51,management,divorced,tertiary,no,45,no,no,19,aug,95,4,-1,0,no
41,services,divorced,tertiary,no,1583,yes,no,9,jul,662,1,-1,0,yes
49,technician,divorced,secondary,no,-96,no,yes,12,aug,252,3,-1,0,no
36,blue-collar,divorced,secondary,no,313,yes,yes,17,apr,264,2,-1,0,no
44,admin.,married,secondary,no,132,no,no,21,dec,103,5,124,4,no
27,student,single,secondary,no,111,no,no,7,jul,495,2,-1,0,yes
52,management,married,tertiary,no,271,yes,no,5,may,99,1,-1,0,no
28,entrepreneur,married,tertiary,no,59,no,no,3,feb,330,3,190,6,no
32,technician,married,secondary,no,-684,yes,no,13,may,11,8,299,3,no
25,services,single,secondary,no,801,no,no,5,jun,255,2,-1,0,yes
49,blue-collar,married,primary,no,4140,no,no,7,jul,205,4,-1,0,no
48,management,married,tertiary,no,1600,no,no,18,nov,448,1,-1,0,no
30,management,single,secondary,yes,-985,no,no,24,jul,28,4,-1,0,no
35,technician,single,secondary,no,5059,no,yes,7,aug,115,2,-1,0,no
42,admin.,married,secondary,no,100,yes,no,3,feb,126,1,-1,0,no
42,blue-collar,married,secondary,no,3168,yes,no,8,apr,764,2,-1,0,no
58,retired,married,secondary,no,5523,no,no,20,jun,141,1,-1,0,no
40,technician,married,secondary,no,77,no,no,6,may,505,1,-1,0,no
51,blue-collar,married,primary,no,0,no,no,20,nov,85,1,-1,0,no
50,technician,married,tertiary,no,0,no,yes,6,jul,257,1,85,7,no
35,management,divorced,tertiary,no,808,no,no,19,nov,89,1,-1,0,no
48,management,single,tertiary,no,0,no,no,18,jun,96,3,-1,0,no
36,technician,married,secondary,no,196,yes,no,20,aug,687,2,-1,0,no
27,blue-collar,single,primary,no,1659,no,yes,7,jul,447,3,-1,0,no
44,blue-collar,divorced,secondary,no,-184,yes,no,18,nov,825,2,154,3,no
46,blue-collar,married,primary,no,-1,no,no,18,jun,35,3,-1,0,no
34,management,divorced,tertiary,no,1,yes,no,5,may,106,1,362,3,no
40,admin.,married,secondary,no,1412,no,no,31,jul,48,3,-1,0,no
59,technician,married,secondary,no,0,no,no,29,aug,62,2,-1,0,no
27,services,married,secondary,no,8,yes,no,6,may,88,3,-1,0,no
34,technician,single,secondary,no,174,no,no,11,may,259,4,-1,0,no
26,technician,married,secondary,no,-119,no,yes,9,jul,359,5,-1,0,yes
58,blue-collar,divorced,unknown,no,55,yes,no,31,jul,119,8,-1,0,no
37,management,single,tertiary,no,10269,yes,no,18,may,28,2,-1,0,no
30,management,single,tertiary,no,3392,yes,no,17,apr,194,2,-1,0,no
30,management,single,secondary,no,209,no,no,18,aug,243,9,-1,0,no
35,technician,single,secondary,no,538,yes,no,4,may,313,2,-1,0,no
35,technician,divorced,unknown,no,244,no,no,21,jul,54,10,-1,0,no
44,admin.,married,secondary,no,1696,no,no,16,jun,139,3,-1,0,no
38,blue-collar,married,unknown,no,5,yes,no,7,may,221,2,-1,0,no
31,management,single,tertiary,no,6248,yes,no,9,may,154,2,-1,0,no
54,management,married,tertiary,no,0,yes,no,10,jul,144,1,-1,0,no
26,blue-collar,married,secondary,yes,-82,yes,no,4,jun,23,2,-1,0,no
43,management,married,tertiary,no,0,no,no,2,feb,319,2,-1,0,no
33,technician,married,secondary,no,711,no,no,4,dec,78,2,-1,0,no
45,admin.,married,secondary,no,644,no,yes,22,jul,92,1,-1,0,no
51,retired,married,primary,no,67,no,no,18,jun,835,1,-1,0,yes
41,blue-collar,married,secondary,no,-100,yes,no,16,jun,20,21,-1,0,no
38,management,single,tertiary,no,-476,yes,no,28,jul,76,2,-1,0,no
31,management,single,tertiary,no,0,yes,no,15,apr,185,2,-1,0,no
48,management,married,tertiary,no,5057,no,yes,19,nov,37,1,-1,0,no
25,admin.,single,secondary,no,768,yes,no,13,may,203,1,-1,0,no
36,services,married,tertiary,no,0,yes,no,8,may,52,1,-1,0,no
46,admin.,divorced,secondary,no,-637,yes,no,17,nov,153,1,-1,0,no
49,technician,married,secondary,no,788,no,no,17,jun,162,7,-1,0,no
35,management,single,tertiary,no,362,no,no,27,aug,256,4,-1,0,no
59,blue-collar,divorced,primary,no,457,yes,no,19,may,63,1,-1,0,no
32,blue-collar,married,primary,no,-457,yes,yes,21,may,288,1,-1,0,no
43,blue-collar,divorced,primary,no,92,yes,no,15,may,237,2,-1,0,no
27,student,single,unknown,no,132,no,no,14,jul,276,1,-1,0,yes
59,management,married,tertiary,no,220,yes,no,16,jul,30,2,-1,0,no
39,services,divorced,secondary,no,-185,yes,no,5,may,189,3,-1,0,no
32,blue-collar,married,primary,no,-56,yes,yes,17,apr,405,2,305,20,no
37,management,single,tertiary,no,62,yes,no,2,aug,428,2,272,8,yes
53,unemployed,single,primary,no,183,no,no,9,jun,835,2,-1,0,no
40,blue-collar,married,primary,no,780,yes,no,12,may,206,1,357,1,no
40,blue-collar,married,secondary,no,925,yes,yes,20,jun,22,8,-1,0,no
47,blue-collar,married,unknown,no,496,no,yes,16,jul,151,4,-1,0,no
40,management,married,tertiary,no,270,no,no,16,jun,362,3,-1,0,no
38,admin.,married,secondary,no,0,no,no,5,may,151,1,-1,0,no
32,admin.,divorced,secondary,no,43,yes,no,9,may,218,2,-1,0,no
34,blue-collar,married,secondary,no,1412,yes,yes,27,may,157,2,-1,0,no
32,technician,married,secondary,no,0,no,no,29,jan,750,3,-1,0,no
33,management,married,secondary,no,333,no,no,28,aug,80,6,-1,0,no
49,entrepreneur,married,secondary,no,687,no,no,18,aug,65,6,-1,0,no
31,services,single,secondary,no,605,yes,no,28,may,222,1,-1,0,no
39,blue-collar,married,primary,no,1387,no,no,9,jun,52,3,-1,0,no
63,retired,married,tertiary,no,4692,yes,no,13,jul,88,1,181,2,no
49,technician,married,secondary,no,204,no,yes,14,jul,198,5,-1,0,no
38,technician,married,primary,no,-1038,no,yes,23,jul,222,1,-1,0,no
47,admin.,married,secondary,no,310,yes,yes,14,aug,128,6,-1,0,no
53,entrepreneur,married,unknown,no,19850,no,no,6,jun,86,1,-1,0,no
19,student,single,secondary,no,526,no,no,14,dec,122,3,-1,0,no
28,management,single,tertiary,no,939,yes,no,27,may,740,1,-1,0,yes
39,admin.,married,secondary,no,-982,yes,yes,19,nov,287,3,117,2,no
36,admin.,married,unknown,no,2323,no,no,19,nov,111,1,-1,0,no
33,entrepreneur,divorced,tertiary,no,188,yes,no,7,may,118,3,-1,0,no
39,services,married,secondary,no,-378,yes,yes,22,jul,132,6,-1,0,no
35,unknown,divorced,primary,no,3888,no,no,26,may,422,5,-1,0,no
31,services,married,secondary,no,388,yes,no,5,may,730,2,-1,0,no
31,management,married,tertiary,no,351,no,no,21,aug,165,3,-1,0,no
33,blue-collar,single,secondary,no,1794,yes,no,12,may,360,1,173,1,no
59,retired,married,secondary,no,5219,no,no,11,aug,239,3,-1,0,no
34,technician,single,secondary,no,1161,yes,no,20,apr,17,5,334,1,no
40,technician,divorced,secondary,no,93,no,no,2,feb,123,2,-1,0,no
42,blue-collar,divorced,secondary,no,685,yes,no,30,may,204,4,-1,0,no
39,technician,divorced,secondary,no,385,no,no,13,oct,242,1,48,2,yes
35,technician,married,secondary,no,0,no,no,20,nov,251,1,-1,0,no
37,blue-collar,single,unknown,no,-114,yes,no,21,may,113,2,-1,0,no
32,technician,single,tertiary,no,1094,yes,no,11,may,207,7,-1,0,no
42,management,married,tertiary,no,4,yes,no,8,may,579,2,295,1,yes
56,retired,divorced,primary,no,48,yes,no,14,may,132,2,-1,0,no
27,student,single,tertiary,no,39,no,no,17,may,379,1,258,10,yes
71,retired,divorced,tertiary,yes,1236,yes,no,14,sep,335,4,-1,0,yes
32,unemployed,married,secondary,no,10,yes,no,6,may,501,4,-1,0,no
58,blue-collar,married,secondary,no,1298,yes,no,29,jan,522,2,245,4,no
47,services,divorced,secondary,no,430,yes,yes,14,may,335,1,-1,0,no
53,self-employed,single,secondary,no,731,no,no,21,nov,251,2,-1,0,no
34,admin.,married,tertiary,no,0,yes,yes,3,aug,108,2,180,7,no
58,self-employed,married,secondary,no,0,yes,no,15,may,272,9,-1,0,no
43,services,divorced,unknown,no,2363,yes,no,17,nov,229,1,-1,0,no
56,management,divorced,tertiary,no,2096,no,no,17,nov,209,2,-1,0,no
32,management,divorced,tertiary,no,1486,yes,no,21,jul,151,2,-1,0,no
54,blue-collar,married,primary,no,2102,yes,no,6,may,76,1,-1,0,no
37,management,divorced,tertiary,no,1775,no,no,15,jul,514,5,-1,0,yes
25,services,single,secondary,no,94,no,no,25,feb,32,1,-1,0,no
45,admin.,divorced,secondary,no,59,yes,no,24,jul,873,8,-1,0,yes
36,technician,single,secondary,no,54,no,no,22,may,563,1,-1,0,no
44,entrepreneur,divorced,tertiary,no,20179,yes,yes,21,nov,163,1,-1,0,no
58,retired,single,secondary,no,-158,yes,no,5,feb,55,1,8,1,no
49,management,married,tertiary,no,436,no,no,21,nov,215,1,-1,0,no
27,admin.,married,secondary,no,4,yes,no,6,may,243,1,-1,0,no
32,management,married,tertiary,no,62,yes,no,14,may,166,1,-1,0,no
37,management,married,tertiary,no,4332,no,no,14,aug,213,2,-1,0,no
34,blue-collar,married,secondary,no,932,no,yes,18,nov,148,2,132,1,no
75,retired,divorced,primary,no,852,no,no,16,sep,228,1,185,1,no
30,management,single,tertiary,no,1724,yes,no,20,may,73,1,-1,0,no
44,technician,divorced,secondary,no,-865,yes,no,20,apr,334,1,-1,0,no
31,admin.,single,tertiary,no,0,yes,yes,23,may,181,1,-1,0,no
54,management,divorced,tertiary,no,1037,no,no,12,aug,612,4,-1,0,no
36,technician,married,secondary,no,278,no,no,28,aug,121,16,-1,0,no
44,housemaid,divorced,secondary,no,653,no,no,17,nov,475,1,-1,0,no
50,management,married,tertiary,no,1158,yes,no,30,may,150,1,-1,0,no
33,technician,single,tertiary,no,594,yes,yes,23,may,149,1,-1,0,no
29,technician,married,secondary,no,0,yes,no,4,jun,377,1,-1,0,no
47,technician,married,secondary,no,1219,no,no,18,aug,697,4,-1,0,yes
32,blue-collar,single,primary,no,60,yes,no,28,jul,136,2,-1,0,no
58,retired,divorced,tertiary,no,3237,no,no,31,oct,615,1,-1,0,yes
35,admin.,married,secondary,no,1204,no,no,3,sep,789,2,-1,0,no
39,management,single,tertiary,yes,-401,yes,no,19,aug,274,4,-1,0,no
85,retired,married,unknown,no,1934,no,no,12,jan,140,1,-1,0,no
33,management,divorced,secondary,no,1897,yes,yes,2,jun,197,1,-1,0,no
50,services,married,secondary,no,-682,yes,no,11,jul,479,2,-1,0,no
58,retired,married,secondary,no,100,yes,no,11,jul,186,2,-1,0,no
56,blue-collar,divorced,primary,no,-216,yes,no,26,may,336,1,-1,0,no
39,blue-collar,single,primary,no,656,yes,no,18,may,190,6,-1,0,no
40,services,divorced,secondary,no,5766,yes,yes,28,may,385,1,-1,0,no
53,self-employed,divorced,secondary,no,8112,yes,yes,20,nov,64,1,-1,0,no
34,services,married,secondary,no,790,yes,no,20,apr,579,2,350,1,no
39,technician,married,tertiary,no,206,no,no,20,oct,148,2,195,2,yes
33,blue-collar,married,secondary,no,358,no,no,11,may,231,1,350,1,no
70,retired,married,secondary,no,0,no,no,27,oct,258,1,92,5,yes
51,housemaid,married,primary,no,1093,no,yes,18,jun,18,1,-1,0,no
33,management,single,tertiary,no,641,yes,no,4,feb,147,1,253,7,no
33,admin.,married,secondary,no,616,no,no,6,sep,250,3,-1,0,yes
36,technician,single,secondary,no,539,yes,no,27,aug,398,2,477,1,yes
42,blue-collar,divorced,secondary,no,498,yes,no,11,may,173,2,-1,0,no
33,management,single,secondary,no,802,yes,no,6,may,47,1,-1,0,no
35,entrepreneur,married,secondary,no,2074,yes,no,5,jun,144,7,-1,0,no
60,blue-collar,married,primary,no,7929,no,no,1,apr,111,1,-1,0,yes
32,management,divorced,tertiary,no,530,yes,no,2,jun,118,1,60,1,no
40,technician,divorced,secondary,no,348,yes,no,5,aug,142,2,-1,0,no
41,blue-collar,married,secondary,no,427,yes,yes,14,may,177,2,-1,0,no
32,technician,divorced,secondary,no,-399,yes,no,2,jun,180,1,-1,0,no
42,blue-collar,married,primary,no,1156,yes,no,20,apr,37,1,-1,0,no
51,management,single,tertiary,no,1202,yes,no,18,nov,99,1,-1,0,no
22,admin.,single,secondary,no,118,yes,no,15,may,564,3,-1,0,no
59,retired,divorced,primary,no,2516,no,no,17,jun,404,1,-1,0,no
54,technician,divorced,secondary,no,765,yes,yes,15,jul,812,3,-1,0,no
49,admin.,divorced,secondary,no,502,yes,no,20,nov,104,5,-1,0,no
59,retired,divorced,primary,no,40,no,no,6,jun,108,1,-1,0,no
35,services,divorced,secondary,no,67,yes,no,5,may,192,2,-1,0,no
25,technician,divorced,secondary,no,86,no,yes,8,jul,483,2,-1,0,no
52,blue-collar,married,secondary,no,2338,yes,no,4,feb,232,1,-1,0,no
55,management,married,primary,no,113,no,no,12,aug,306,1,457,3,yes
26,technician,single,tertiary,no,1972,yes,no,29,jan,221,2,-1,0,no
32,services,married,secondary,no,689,yes,yes,16,jun,162,3,-1,0,yes
45,blue-collar,married,primary,no,85,yes,no,8,may,162,1,-1,0,no
46,blue-collar,married,secondary,no,1109,yes,no,19,aug,221,12,-1,0,no
53,technician,married,secondary,no,1389,no,no,30,jul,34,4,-1,0,no
40,management,married,secondary,no,752,no,yes,21,nov,456,1,157,1,no
54,technician,married,secondary,no,3323,yes,yes,8,apr,59,3,-1,0,no
36,management,single,tertiary,no,2806,yes,no,30,may,358,4,-1,0,no
30,technician,single,tertiary,no,178,no,no,17,jul,656,3,-1,0,yes
45,blue-collar,married,secondary,no,534,no,no,27,aug,104,6,-1,0,no
33,services,married,secondary,no,109,yes,no,2,jun,54,4,-1,0,no
31,management,married,tertiary,no,2652,no,no,25,aug,9,9,-1,0,no
40,services,married,secondary,no,1116,yes,no,12,may,350,5,286,2,no
36,management,married,secondary,no,1989,no,no,17,jun,344,2,-1,0,no
31,services,single,secondary,no,0,yes,no,28,may,231,2,-1,0,no
32,blue-collar,married,secondary,no,0,yes,no,8,may,80,2,-1,0,no
43,services,divorced,tertiary,no,2279,no,yes,26,jun,344,1,-1,0,no
41,management,married,tertiary,no,4824,no,yes,18,jul,168,7,-1,0,no
38,blue-collar,married,secondary,no,97,yes,no,11,may,169,2,-1,0,no
55,services,divorced,secondary,no,379,no,no,27,may,275,3,219,2,no
41,technician,divorced,secondary,no,1499,no,yes,11,jul,59,2,-1,0,no
27,blue-collar,single,secondary,no,1311,yes,no,13,may,805,2,-1,0,no
39,management,married,primary,no,3760,no,yes,17,jul,262,1,-1,0,no
41,technician,single,secondary,no,1508,no,yes,28,jan,301,2,-1,0,no
58,management,divorced,tertiary,no,315,yes,no,17,nov,62,2,-1,0,no
58,retired,divorced,tertiary,no,-1598,yes,no,30,jul,104,7,-1,0,no
36,management,single,secondary,no,1331,yes,no,13,may,77,3,174,1,no
34,technician,married,tertiary,no,1524,yes,no,16,apr,399,1,-1,0,no
32,management,single,tertiary,no,1731,yes,yes,29,may,323,3,-1,0,no
37,services,married,primary,no,52,yes,no,7,may,359,1,-1,0,no
58,retired,married,primary,no,196,yes,no,19,may,35,1,-1,0,no
45,admin.,married,secondary,no,46,yes,no,5,may,234,1,-1,0,no
46,technician,married,secondary,no,1740,yes,no,11,may,333,1,-1,0,no
34,blue-collar,married,secondary,no,290,yes,no,10,jul,132,1,-1,0,no
41,blue-collar,married,secondary,no,795,yes,no,2,jun,147,1,-1,0,no
38,admin.,married,primary,no,1487,no,no,9,jun,332,2,-1,0,no
66,management,married,tertiary,no,1048,yes,no,23,jun,971,2,-1,0,no
59,management,married,primary,no,2345,yes,no,15,may,399,1,-1,0,no
29,admin.,married,secondary,no,19,no,no,28,jan,80,1,-1,0,no
34,technician,married,secondary,no,553,no,no,28,aug,45,12,-1,0,no
51,admin.,married,primary,no,658,yes,no,14,may,369,1,-1,0,no
34,management,single,tertiary,no,1612,no,no,27,aug,108,22,-1,0,no
48,blue-collar,married,primary,no,108,yes,no,15,may,74,5,367,7,no
39,housemaid,married,secondary,no,4136,yes,no,19,nov,194,2,170,3,no
56,housemaid,married,primary,no,82,no,no,16,may,215,1,-1,0,no
33,technician,single,secondary,no,239,yes,no,21,may,127,1,-1,0,no
37,management,single,tertiary,no,4543,yes,no,8,may,137,1,340,5,no
39,blue-collar,married,unknown,no,0,no,no,24,jul,90,3,-1,0,no
32,blue-collar,single,secondary,no,3036,yes,no,31,jul,52,5,-1,0,no
43,management,married,unknown,no,595,no,no,28,jan,518,1,-1,0,no
45,technician,married,secondary,no,406,yes,no,3,jun,240,1,307,10,no
59,unemployed,married,secondary,no,1047,no,no,21,aug,438,1,184,3,yes
50,housemaid,married,secondary,no,388,no,no,15,sep,173,2,99,4,yes
44,technician,single,secondary,no,0,no,no,20,aug,156,2,-1,0,no
46,blue-collar,married,secondary,no,922,yes,no,8,jul,576,1,-1,0,yes
49,entrepreneur,married,secondary,no,89,yes,no,12,may,351,1,-1,0,no
28,management,single,tertiary,no,5474,no,no,28,jul,486,5,-1,0,yes
54,entrepreneur,married,tertiary,no,1129,no,yes,28,jan,242,1,184,8,no
43,blue-collar,married,unknown,yes,-715,yes,no,30,may,67,3,-1,0,no
35,technician,single,secondary,no,2471,yes,yes,25,jul,136,5,-1,0,no
26,blue-collar,single,secondary,no,23,yes,no,18,may,11,6,367,1,no
39,blue-collar,married,secondary,no,130,yes,no,13,may,141,6,-1,0,no
38,technician,married,secondary,no,175,yes,no,30,may,264,1,-1,0,no
34,blue-collar,married,primary,no,3527,yes,no,21,nov,1022,1,-1,0,yes
54,admin.,divorced,secondary,no,0,yes,yes,4,feb,330,1,182,3,no
48,admin.,married,secondary,no,182,yes,no,6,may,180,2,-1,0,no
44,entrepreneur,married,tertiary,no,468,yes,yes,15,jul,289,2,-1,0,no
27,blue-collar,married,secondary,no,1,yes,no,17,jul,259,1,-1,0,no
41,admin.,married,tertiary,no,1536,no,no,4,may,54,2,-1,0,no
27,technician,single,secondary,yes,0,no,yes,8,jul,732,1,-1,0,yes
38,services,divorced,primary,no,0,yes,no,20,nov,250,1,155,2,no
53,services,married,secondary,no,33,yes,no,19,may,84,12,-1,0,no
58,technician,married,primary,no,4198,no,no,11,feb,309,5,-1,0,no
47,services,married,secondary,no,665,yes,no,20,aug,251,3,-1,0,no
52,services,married,secondary,no,2081,yes,no,29,may,150,1,-1,0,no
39,technician,married,secondary,no,994,no,no,5,feb,221,1,241,1,no
59,management,married,tertiary,no,474,no,no,21,aug,252,1,-1,0,yes
38,technician,married,tertiary,no,128,no,no,13,aug,183,5,-1,0,no
34,student,single,unknown,no,2321,no,no,9,nov,600,2,99,5,no
28,blue-collar,single,secondary,no,121,no,no,4,feb,542,2,-1,0,no
