loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,class
10000,10000,10000,36 months,15.05,346.9,C,C4,Police Officer,10+ years,MORTGAGE,100000,Source Verified,Current,117xx,NY,11,0,0,32,,15,0,6489,38.9,17,w,8628.73,8628.73,2073.04,2073.04,1371.27,701.77,346.9,0,0,0,405519,3,3,7,2,71534,102,2,4,2957,80,16700,2,0,5,debt_consolidation
30000,30000,30000,36 months,9.16,956.23,B,B2,Business Systems Analyst,2 years,RENT,124400,Verified,Current,282xx,NC,14.45,0,0,,,5,0,37393,91.6,10,w,14350.76,14350.76,19109.33,19109.33,15649.24,3460.09,956.23,0,0,0,47165,0,0,0,28,9772,44,0,0,13271,75,40800,0,0,0,debt_consolidation
18400,18400,18400,36 months,7.49,572.27,A,A4,Owner,10+ years,RENT,96000,Not Verified,Fully Paid,805xx,CO,10.76,0,0,,,12,0,19097,79.6,19,f,0,0,19027.73135,19027.73,18400,627.73,16757.79,0,0,0,45373,0,0,0,33,26276,77,0,1,8759,78,24000,0,1,0,debt_consolidation
20000,20000,20000,60 months,12.99,454.96,C,C2,Weather Observer FAA,10+ years,MORTGAGE,44000,Not Verified,Fully Paid,998xx,AK,13.53,0,0,,,4,0,24261,65,6,w,0,0,21237.54,21237.54,20000,1237.54,18991.61,0,0,0,205905,0,0,0,,0,,0,0,18244,65,37300,0,0,0,credit_card
5000,5000,5000,36 months,22.39,191.97,E,E1,Sales,10+ years,MORTGAGE,120000,Source Verified,Current,184xx,PA,16.94,1,2,1,,16,0,6605,39.8,42,f,3047.11,3047.11,3257.27,3257.27,1952.89,1304.38,191.97,0,1,6208,323770,5,4,4,5,93034,91,4,4,3386,79,16600,1,0,5,debt_consolidation
20000,20000,20000,36 months,6.99,617.46,A,A2,Vice President,8 years,MORTGAGE,116000,Verified,Fully Paid,531xx,WI,15,1,0,9,,18,0,15181,43.4,36,w,0,0,20733.64904,20733.65,20000,733.65,10801.74,0,0,1198,227482,1,1,2,12,46094,58,3,5,6711,48,35000,1,1,2,debt_consolidation
10000,10000,10000,60 months,18.99,259.36,D,D4,Data Analyst,1 year,RENT,180000,Not Verified,Current,980xx,WA,7.89,1,2,22,,10,0,35533,43,14,w,7642.88,7642.88,5176.65,5176.65,2357.12,2819.53,259.36,0,0,0,69319,2,2,2,3,33786,101,1,2,8625,60,82700,2,0,5,debt_consolidation
24000,24000,24000,36 months,17.09,856.75,D,D1,Owner,7 years,MORTGAGE,60000,Not Verified,Current,805xx,CO,15.22,0,2,,,8,0,4068,28.3,20,f,21350.85,21350.85,4374.9,4374.9,2649.15,1725.75,856.75,0,0,0,291324,0,3,4,8,15472,66,0,1,4068,52,14400,0,4,2,debt_consolidation
23100,23100,23100,36 months,13.49,783.8,C,C2,Sr Mgr Business Support Operations,10+ years,MORTGAGE,76400,Verified,Current,338xx,FL,34.9,0,1,,,25,0,46075,80.1,33,w,13968.6,13968.6,12506.18,12506.18,9131.4,3374.78,783.8,0,0,0,202816,1,1,2,11,53576,97,2,7,3855,87,57500,0,6,2,credit_card
30000,30000,30000,36 months,7.49,933.05,A,A4,Mechanical Superintendent,10+ years,OWN,138000,Verified,Current,705xx,LA,23.3,1,2,11,,12,0,35419,57,29,w,23117.76,23117.76,8384.97,8384.97,6882.24,1502.73,933.05,0,0,0,150877,1,0,1,24,64100,59,1,4,11905,57,62300,2,2,2,credit_card
22800,22800,22800,36 months,7.89,713.32,A,A5,sales,2 years,MORTGAGE,85000,Source Verified,Fully Paid,173xx,PA,22.7,0,2,,,7,0,37417,70.9,16,w,0,0,24757.61169,24757.61,22800,1957.61,14067.8,0,0,0,231262,1,0,0,27,16782,53,0,0,11683,64,52800,0,0,5,debt_consolidation
15000,15000,15000,36 months,7.99,469.98,A,A4,office manager,5 years,MORTGAGE,65000,Verified,Current,939xx,CA,10.47,0,0,,25,18,2,9737,38.2,33,w,8361.64,8361.64,7984.83,7984.83,6638.36,1346.47,469.98,0,0,5421,274982,0,0,1,16,13804,82,0,3,4743,56,25500,1,0,2,debt_consolidation
4475,4475,4475,36 months,16.02,157.38,C,C5,Manager FRONT desk,10+ years,RENT,40000,Verified,Current,183xx,PA,14.13,0,0,31,,11,0,1641,6.4,27,w,4076.55,4076.55,621.55,621.55,398.45,223.1,157.38,0,0,250,7833,1,2,2,7,6192,80,7,10,337,24,25500,1,0,3,other
30000,30000,29750,36 months,25.44,1199.79,F,F2,casino training manager,7 years,OWN,87000,Source Verified,Late (31-120 days),916xx,CA,18.84,0,0,27,,8,0,9544,61.2,19,f,17888.01,17738.95,21613.81,21433.69,12111.99,9441.83,1199.79,0,0,0,69503,1,1,1,9,59959,,1,3,4319,61,15600,3,0,9,moving
40000,40000,40000,60 months,12.62,902.37,C,C1,Manager,10+ years,MORTGAGE,124000,Verified,Current,935xx,CA,23.18,1,0,18,,14,0,27716,45,25,w,38539.64,38539.64,2679.07,2679.07,1460.36,1218.71,902.37,0,0,0,340951,0,0,1,20,48892,47,0,1,8770,46,61600,0,5,3,debt_consolidation
16175,16175,16175,60 months,18.99,419.5,D,D3,TEACHER,6 years,MORTGAGE,66000,Source Verified,Current,107xx,NY,14.91,0,1,41,,9,0,7687,68.6,23,w,14226.85,14226.85,4580.37,4580.37,1948.15,2632.22,419.5,0,0,0,410861,0,0,0,28,68341,81,0,2,1931,78,11200,0,0,3,debt_consolidation
5400,5400,5400,36 months,10.99,176.77,B,B4,teacher,10+ years,MORTGAGE,60000,Source Verified,Current,300xx,GA,4.49,0,1,73,71,12,2,5308,23.3,27,w,3069.57,3069.57,2998.5,2998.5,2330.43,668.07,176.77,0,0,0,182212,2,0,0,49,0,,2,7,4376,23,22800,1,1,1,debt_consolidation
5000,5000,4950,36 months,11.49,164.86,B,B5,Food Server,7 years,OWN,9000,Not Verified,Current,630xx,MO,49.07,0,1,,89,5,1,6387,48.4,11,f,3519.83,3484.64,1984.71,1964.86,1480.17,504.54,164.86,0,0,0,9140,1,1,1,1,2753,91,0,2,1541,56,13200,1,0,1,other
3950,3950,3950,36 months,11.48,130.22,B,B5,Systems and Applications Specialist 2,5 years,MORTGAGE,65000,Source Verified,Current,775xx,TX,11.28,1,1,12,,8,0,3613,56.5,18,w,1585.31,1585.31,2992.54,2992.54,2364.69,627.85,130.22,0,0,0,29001,2,0,0,31,25388,80,2,2,1492,76,6400,1,0,1,credit_card
5000,5000,5000,36 months,7.91,156.48,A,A5,Carrier,10+ years,MORTGAGE,80000,Not Verified,Current,657xx,MO,15.86,1,4,17,,11,0,9472,60.7,34,w,1943.18,1943.18,3593.55,3593.55,3056.82,536.73,156.48,0,0,0,165601,0,0,3,20,12386,50,0,3,3414,54,15600,1,0,5,medical
15000,15000,15000,36 months,7.99,469.98,A,A5,Officer,4 years,RENT,80000,Verified,Current,331xx,FL,19.65,0,0,,,10,0,10094,23.4,22,f,10790.57,10790.57,5163.12,5163.12,4209.43,953.69,469.98,0,0,0,48513,3,1,2,3,38419,69,2,2,5904,49,43200,1,2,0,credit_card
10400,10400,10400,60 months,13.44,238.99,C,C3,Certified Surgical technologist,4 years,MORTGAGE,60000,Verified,Fully Paid,762xx,TX,24.72,0,1,,,17,0,15864,53,40,w,0,0,10404.47,10404.47,10400,4.47,10420,0,0,0,184240,0,2,2,9,35532,80,2,2,6196,53,30024,0,0,3,debt_consolidation
1000,1000,1000,36 months,23.88,39.17,E,E2,Car Share Technician,< 1 year,MORTGAGE,29000,Not Verified,Current,946xx,CA,24.17,1,0,13,,4,0,6366,81.6,5,f,899.73,899.73,199.63,199.63,100.27,99.36,39.17,0,0,0,10102,0,0,0,33,3736,36,0,1,3975,56,7800,2,0,1,other
4800,4800,4800,36 months,7.24,148.74,A,A3,Manager,6 years,RENT,32000,Source Verified,Current,019xx,MA,7.07,0,0,,,10,0,7523,16.5,13,w,3695.59,3695.59,1336.73,1336.73,1104.41,232.32,148.74,0,0,0,7523,1,0,0,42,0,,4,6,4323,17,45700,0,0,0,major_purchase
15000,15000,15000,36 months,10.78,489.52,B,B4,Medical Assistant,10+ years,RENT,35000,Verified,Late (31-120 days),606xx,IL,22.36,0,0,40,,14,0,13718,41.7,31,w,7685.62,7685.62,9304.3,9304.3,7314.38,1989.92,489.52,0,0,0,22930,2,1,2,12,9212,73,4,4,7817,50,32900,3,1,2,debt_consolidation
15675,15675,15675,36 months,15.31,545.77,C,C5,Customer Service/Cashier,10+ years,MORTGAGE,45000,Not Verified,Fully Paid,641xx,MO,22.98,1,1,2,64,16,2,10794,39.7,28,w,0,0,18148.91409,18148.91,15675,2446.62,11067.23,0,0,32,88402,1,0,1,14,16023,88,2,4,2874,59,27200,2,0,4,debt_consolidation
10200,10200,10200,36 months,13.99,348.57,C,C4,LVN,3 years,OWN,40000,Source Verified,Current,770xx,TX,15.91,0,1,,,10,0,4672,34.1,17,w,4181.91,4181.91,8023.95,8023.95,6018.09,2005.86,348.57,0,0,0,12658,2,1,2,10,7986,80,3,4,2142,53,13700,0,0,1,debt_consolidation
12000,12000,12000,36 months,11.47,395.55,B,B5,Account Coordination Mgr.,3 years,MORTGAGE,200000,Source Verified,Charged Off,770xx,TX,19.88,0,0,,,17,0,20420,55.3,44,w,0,0,3779.95,3779.95,2023.23,730.33,395.55,0,0,0,344045,3,3,6,4,114988,82,0,1,6151,71,36900,0,2,2,debt_consolidation
35000,35000,35000,36 months,9.49,1120.99,B,B2,Firm Administrator,10+ years,MORTGAGE,93000,Verified,Current,201xx,VA,16.74,0,3,77,,15,0,27293,58,22,w,18738.58,18738.58,20159.37,20159.37,16261.42,3897.95,1120.99,0,0,0,154508,2,0,0,28,18324,67,3,5,6431,58,46675,0,0,4,other
24000,24000,24000,60 months,21.45,655.38,D,D5,Mortgage Underwriter,< 1 year,MORTGAGE,86650,Verified,Current,282xx,NC,10.29,0,2,,72,7,2,5770,34.1,12,w,22579.56,22579.56,3903.68,3903.68,1420.44,2483.24,655.38,0,0,0,26152,1,1,3,11,20382,77,2,4,2128,61,16900,2,1,5,debt_consolidation
8000,8000,8000,36 months,12.74,268.56,C,C1,Food server,4 years,MORTGAGE,36000,Source Verified,Current,152xx,PA,19.87,0,0,,,3,0,7527,80.9,10,w,5663.15,5663.15,3217.06,3217.06,2336.85,880.21,268.56,0,0,0,11809,0,0,1,14,4282,43,0,2,4024,61,9300,1,0,0,credit_card
21000,21000,21000,60 months,21.49,573.93,D,D5,Director of construction,4 years,MORTGAGE,76200,Not Verified,Current,277xx,NC,15.37,0,0,,81,11,2,25346,75.7,24,w,17883.33,17883.33,8047.55,8047.55,3116.67,4930.88,573.93,0,0,0,209999,1,0,1,13,12464,86,1,5,2079,79,33500,2,1,2,debt_consolidation
12000,12000,12000,60 months,13.99,279.16,C,C3,Owner,10+ years,MORTGAGE,60000,Not Verified,Current,152xx,PA,10.08,2,0,17,,4,0,4714,62.9,10,w,10217.45,10217.45,3340.59,3340.59,1782.55,1558.04,279.16,0,0,101,103640,1,0,0,58,3421,18,1,1,2465,30,7500,0,0,0,debt_consolidation
29000,29000,29000,36 months,19.99,1077.6,D,D4,Golf Professional,6 years,RENT,100000,Source Verified,Current,602xx,IL,13.08,1,0,20,,6,0,30400,69.9,14,w,21174.58,21174.58,12866.79,12866.79,7825.42,5041.37,1077.6,0,0,0,35995,0,0,1,22,5595,39,0,0,18421,62,43500,2,0,0,credit_card
15000,15000,15000,36 months,11.99,498.15,C,C1,Special Education Teacher,6 years,RENT,80000,Not Verified,Charged Off,951xx,CA,12.59,1,0,9,,10,0,12934,37.9,22,w,0,0,5485.91,5485.91,4028.26,1457.65,498.15,0,0,0,34127,0,0,1,18,21193,79,2,4,4893,56,34100,0,0,0,debt_consolidation
21725,21725,21725,36 months,19.99,807.27,D,D4,Administrator,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,891xx,NV,32.52,0,0,,89,9,1,18525,70.2,20,w,0,0,23127.39615,23127.4,21725,1402.4,21561.11,0,0,205,84585,0,2,2,7,66060,84,0,0,6356,81,26400,1,2,4,debt_consolidation
1100,1100,1100,36 months,12.62,36.87,C,C1,labor,5 years,RENT,34000,Not Verified,Late (31-120 days),891xx,NV,30.18,0,0,,93,8,1,7975,86.7,12,w,1023.29,1023.29,108.68,108.68,76.71,31.97,36.87,0,0,0,14280,0,0,1,22,6305,34,0,1,4621,51,9200,0,0,0,other
2500,2500,2500,36 months,14.46,86.01,C,C4,Fraud Investigator,10+ years,MORTGAGE,58700,Source Verified,Fully Paid,211xx,MD,7.99,0,0,61,,14,0,493,1.8,60,f,0,0,2520.09,2520.09,2500,20.09,2522.1,0,0,0,2196,2,7,16,5,1703,14,5,7,0,5,28100,2,10,3,home_improvement
24000,24000,23750,36 months,11.49,791.32,B,B5,Head of Facilities Operations,2 years,RENT,155000,Verified,Fully Paid,950xx,CA,16.22,0,0,,85,5,1,5043,33.6,10,f,0,0,25542.24176,25276.18,24000,1542.24,20809.64,0,0,0,62549,1,2,3,6,54139,79,0,0,5043,63,15000,0,2,2,debt_consolidation
24000,24000,24000,60 months,8.39,491.13,B,B1,District Manager,8 years,MORTGAGE,82000,Not Verified,Current,080xx,NJ,5.8,0,0,31,,6,0,13402,68.4,13,w,17085.32,17085.32,9811.41,9811.41,6914.68,2896.73,491.13,0,0,0,194835,0,0,0,28,0,,0,1,6427,68,19600,3,0,3,home_improvement
13000,13000,13000,36 months,7.39,403.73,A,A4,SR Billing Ops Analyst,10+ years,OWN,84000,Verified,Fully Paid,065xx,CT,33.83,3,2,13,,19,0,10679,31,43,w,0,0,14147.23726,14147.24,13000,1147.24,7289.17,0,0,0,255426,1,1,1,8,66311,93,1,1,4772,31,34855,0,1,4,debt_consolidation
18300,18300,18300,36 months,24.49,722.68,E,E3,Operations Manager,10+ years,MORTGAGE,98000,Verified,Charged Off,198xx,DE,13.43,2,4,18,,13,0,4517,36.1,23,w,0,0,5896.21,5896.21,2205.1,2106.08,722.68,0,0,466,49516,4,1,4,1,44999,78,3,5,1471,70,12500,3,0,12,credit_card
4900,4900,4900,36 months,10.91,160.22,B,B4,NOC Analyst,< 1 year,RENT,50000,Source Verified,Current,201xx,VA,3.29,0,1,,,3,0,4306,82.8,3,w,4067.88,4067.88,1118.57,1118.57,832.12,286.45,160.22,0,0,0,4306,0,0,0,,0,,0,0,1539,83,5200,0,0,2,credit_card
20000,20000,20000,60 months,13.99,465.27,C,C3,Asst. Chief,10+ years,MORTGAGE,100000,Source Verified,Current,945xx,CA,12.82,3,0,18,52,9,2,9409,71.8,22,w,17553.34,17553.34,4637.16,4637.16,2446.66,2190.5,465.27,0,0,0,215013,0,0,2,14,25391,54,0,1,4759,58,13100,2,1,0,debt_consolidation
32875,32875,32875,60 months,19.03,853.34,D,D3,"Manager, Construction Acquisition",10+ years,RENT,132000,Not Verified,Current,972xx,OR,33.31,0,0,36,33,24,1,31965,62.3,45,w,30802.35,30802.35,5085.28,5085.28,2072.65,3012.63,853.34,0,0,360,130343,0,0,2,20,97173,73,1,8,9327,69,51300,2,3,2,debt_consolidation
8000,8000,8000,36 months,12.74,268.56,C,C1,HUMAN RESOURCES SGT,10+ years,RENT,46000,Source Verified,In Grace Period,292xx,SC,15.84,0,0,33,,2,0,3903,86.7,8,w,6276.04,6276.04,2380.24,2380.24,1723.96,656.28,268.56,0,0,0,17673,0,0,0,30,13770,46,0,0,0,51,4500,2,0,1,debt_consolidation
15000,15000,15000,60 months,7.39,299.79,A,A4,,,MORTGAGE,68400,Not Verified,Fully Paid,927xx,CA,14.12,0,2,,,17,0,30463,23.3,30,w,0,0,15609.98,15609.98,15000,609.98,13823.56,0,0,0,417703,1,0,0,113,4772,19,2,7,8778,22,107200,1,0,3,credit_card
25000,25000,25000,36 months,12.62,837.79,C,C1,Chauffeur,9 years,RENT,70000,Not Verified,Current,606xx,IL,21.53,0,2,,,16,0,29038,74,25,w,23257.18,23257.18,2478.31,2478.31,1742.82,735.49,837.79,0,0,0,29038,0,0,0,12,0,0,1,3,7611,74,39400,0,0,2,debt_consolidation
30000,30000,29950,36 months,11.47,988.86,B,B5,RN,3 years,RENT,140000,Verified,Current,853xx,AZ,15.6,1,0,14,,13,0,29370,69.6,36,f,13757.27,13734.34,20758.88,20724.28,16242.73,4516.15,988.86,0,0,0,71640,0,0,0,41,42270,63,0,0,9001,66,42200,0,1,0,debt_consolidation
8000,8000,8000,36 months,6.99,246.99,A,A2,Service Tech,4 years,MORTGAGE,65000,Not Verified,Current,802xx,CO,18.37,0,0,40,,28,0,6136,7.4,44,w,6572.52,6572.52,1725.82,1725.82,1427.48,298.34,246.99,0,0,0,33376,1,1,1,8,27240,68,2,5,1908,27,82600,0,5,4,debt_consolidation
15000,15000,15000,60 months,14.46,352.62,C,C4,Counselor,10+ years,MORTGAGE,45000,Source Verified,Fully Paid,573xx,SD,22.03,0,1,,,14,0,12327,41.2,43,w,0,0,15523.97,15523.97,15000,523.97,15183.4,0,0,0,237566,1,0,0,36,164746,87,1,3,9852,66,29900,1,1,2,debt_consolidation
15000,15000,15000,60 months,11.49,329.82,B,B5,Network Impact Manager,7 years,RENT,55000,Not Verified,Current,072xx,NJ,15.32,0,0,,82,22,1,17328,27.6,44,w,13258.61,13258.61,2949.23,2949.23,1741.39,1207.84,329.82,0,0,0,72211,0,0,0,36,54883,79,0,4,7078,34,62700,0,0,1,debt_consolidation
20000,20000,20000,60 months,15.99,486.26,C,C5,Investigator,1 year,MORTGAGE,90700,Not Verified,Current,985xx,WA,15.77,1,0,14,86,7,1,11774,92.7,12,w,17414.97,17414.97,5331.09,5331.09,2585.03,2746.06,486.26,0,0,0,248288,0,0,0,30,11254,40,0,3,6838,57,12700,1,1,0,debt_consolidation
14000,14000,14000,60 months,13.99,325.69,C,C3,casting,6 years,MORTGAGE,65000,Source Verified,Charged Off,321xx,FL,19.95,0,0,82,,7,0,7909,95.3,15,w,0,0,3886.52,3886.52,2079.68,1806.84,325.69,0,0,0,170072,1,0,1,21,37684,,1,1,4777,95,8300,1,4,1,debt_consolidation
20000,20000,20000,60 months,21.97,552.04,E,E4,mgr,< 1 year,RENT,55000,Verified,Charged Off,730xx,OK,39.1,0,0,,,7,0,77203,86.6,42,w,0,0,3621.8,3621.8,567.89,1027.2,552.04,0,0,0,77203,2,0,0,25,0,,2,2,20502,87,89100,0,0,2,debt_consolidation
5600,5600,5600,36 months,11.49,184.64,B,B5,Payroll Specialist,5 years,MORTGAGE,49000,Verified,Charged Off,971xx,OR,17.14,0,0,,86,9,1,3973,49,18,w,0,0,1863.78,1863.78,1368.13,495.65,205.59,0,0,58,172021,1,1,5,11,25729,88,2,4,941,79,8100,1,2,3,credit_card
19200,19200,19200,36 months,5.32,578.21,A,A1,Head of Access Services,10+ years,RENT,102000,Source Verified,Fully Paid,111xx,NY,6.94,0,0,,,13,0,2704,4.2,27,f,0,0,20103.07829,20103.08,19200,903.08,916.28,0,0,0,13540,0,0,3,13,10836,68,0,1,2540,17,64100,0,5,0,vacation
13500,13500,13500,36 months,8.39,425.48,B,B1,,,MORTGAGE,27000,Not Verified,Current,448xx,OH,15.02,0,0,,,4,0,14686,32.4,7,w,6419.31,6419.31,8503.31,8503.31,7080.69,1422.62,425.48,0,0,0,14686,0,0,0,97,0,,0,0,4589,32,45300,0,0,0,debt_consolidation
15000,15000,15000,36 months,19.99,557.38,D,D4,Bank of America Specialized Services,4 years,MORTGAGE,40000,Source Verified,Fully Paid,891xx,NV,24.24,0,0,39,,10,0,17470,55.6,13,w,0,0,17140.74313,17140.74,15000,2140.74,12698.36,0,0,0,158879,1,0,0,67,3305,12,1,4,4246,35,31400,0,0,0,debt_consolidation
10575,10575,10575,36 months,22.74,407.93,E,E1,cna,10+ years,RENT,40000,Source Verified,Current,330xx,FL,25.47,0,0,,98,10,1,5872,37.4,14,f,8314.04,8314.04,3992.47,3992.47,2260.96,1731.51,407.93,0,0,0,31504,1,1,2,2,25632,90,1,2,1286,71,15700,1,0,3,debt_consolidation
5600,5600,5600,36 months,10.99,183.32,B,B4,,,MORTGAGE,80000,Not Verified,Fully Paid,857xx,AZ,19.17,0,0,,47,12,1,15804,62.2,26,w,0,0,5990.239644,5990.24,5600,390.24,4703.59,0,0,0,133351,0,0,1,15,117547,,1,2,3872,62,25400,0,5,3,credit_card
12000,12000,12000,60 months,18.99,311.23,D,D3,Accounting Admin,10+ years,MORTGAGE,82500,Not Verified,Current,336xx,FL,10.69,1,1,21,,8,0,5053,69.8,18,w,10410.39,10410.39,3709.44,3709.44,1589.61,2119.83,311.23,0,0,1473,31781,0,1,2,11,26728,87,0,0,4080,84,7700,4,1,6,debt_consolidation
20000,20000,20000,60 months,18.99,518.71,D,D3,,,RENT,62000,Source Verified,Current,935xx,CA,27.06,0,1,,89,7,1,13807,75.9,16,w,18515.53,18515.53,3588.77,3588.77,1484.47,2104.3,518.71,0,0,155,32811,1,1,1,4,19004,52,1,2,6177,60,18200,0,0,3,major_purchase
1200,1200,1200,36 months,24.85,47.62,E,E3,Warehouse,7 years,OWN,69996,Source Verified,Current,474xx,IN,6.19,0,0,36,,12,0,9764,48.3,23,w,1106.05,1106.05,187.17,187.17,93.95,93.22,47.62,0,0,0,9764,1,1,2,7,0,,2,5,4513,48,20200,1,1,0,other
20000,20000,20000,60 months,11.99,444.79,C,C1,Maintenance Worker,8 years,RENT,56000,Verified,Fully Paid,113xx,NY,17.17,0,2,78,,7,0,18351,63,21,w,0,0,21746.52873,21746.53,20000,1746.53,18214.85,0,0,0,25617,1,0,0,32,7266,38,2,4,6557,63,29155,0,0,2,debt_consolidation
5000,5000,5000,36 months,5.32,150.58,A,A1,bookkeeper,10+ years,MORTGAGE,50000,Not Verified,Current,140xx,NY,27.6,0,0,,,13,0,0,0,32,w,4613.05,4613.05,450.26,450.26,386.95,63.31,150.58,0,0,0,32904,0,0,1,17,32904,39,0,0,0,19,22700,0,0,0,car
1600,1600,1600,36 months,6.99,49.4,A,A2,Admin,3 years,RENT,39000,Verified,Fully Paid,973xx,OR,16.31,0,0,58,,7,0,1895,20.4,23,f,0,0,1652.443116,1652.44,1600,52.44,405.08,0,0,0,7216,0,2,2,8,5321,31,0,0,835,27,9300,0,0,0,other
6400,6400,6400,36 months,12.62,214.48,C,C1,Customer Care Specialist,2 years,RENT,40000,Not Verified,Current,372xx,TN,20.52,1,3,19,,8,0,9349,54,14,f,5801.95,5801.95,853.43,853.43,598.05,255.38,214.48,0,0,0,14807,1,0,0,26,5458,36,3,4,4723,54,17330,0,0,4,credit_card
10000,10000,10000,36 months,12.88,336.37,C,C2,Assistant Deputy Superintendant,< 1 year,RENT,68596,Source Verified,Current,025xx,MA,9.01,1,0,14,,3,0,2156,98,9,w,4060.86,4060.86,7729.35,7729.35,5939.14,1790.21,336.37,0,0,0,17437,0,0,1,17,15281,85,0,1,1351,87,2200,5,0,0,debt_consolidation
36000,36000,36000,60 months,19.03,934.46,D,D3,Nurse Practitioner,< 1 year,MORTGAGE,96000,Source Verified,Current,743xx,OK,29.31,7,1,20,,17,0,7988,38.4,46,w,34123.62,34123.62,4634.24,4634.24,1876.38,2757.86,934.46,0,0,0,177473,3,1,3,5,169485,108,2,2,3707,98,20800,2,1,4,debt_consolidation
12600,12600,12600,36 months,14.46,433.46,C,C4,HR Specialist,10+ years,RENT,75000,Verified,Current,331xx,FL,22.29,0,2,,71,22,1,6695,24,45,w,6986.61,6986.61,7772.89,7772.89,5613.39,2159.5,398.14,0,0,0,39963,2,2,2,3,33268,73,6,12,1083,24,27970,0,0,5,debt_consolidation
10000,10000,10000,60 months,13.99,232.64,C,C3,Senior Software Engineer,2 years,MORTGAGE,135000,Not Verified,Current,902xx,CA,20.64,0,1,,,15,0,24936,41.8,23,w,9032.77,9032.77,1853.35,1853.35,967.23,886.12,232.64,0,0,1168,181423,2,2,2,3,62015,87,1,2,5189,67,59600,0,0,3,debt_consolidation
31025,31025,31025,60 months,10.75,670.7,B,B4,"Sales consultant, MMS",< 1 year,RENT,100000,Source Verified,Current,089xx,NJ,12.08,6,0,15,,2,0,3075,87.9,18,w,22929.07,22929.07,12706.24,12706.24,8095.93,4610.31,670.7,0,0,0,28723,0,0,0,31,25648,,0,0,3075,88,3500,0,0,0,debt_consolidation
3200,3200,3200,36 months,9.16,102,B,B2,trader,1 year,MORTGAGE,70000,Not Verified,Fully Paid,176xx,PA,17.68,6,1,10,,17,0,4309,15.2,28,w,0,0,3449.630989,3449.63,3200,249.63,2431.26,0,0,0,141328,1,0,1,13,137019,95,1,2,2721,76,28400,1,1,1,credit_card
12000,12000,12000,60 months,21.49,327.96,D,D5,Operations Specialist,10+ years,MORTGAGE,116500,Verified,Current,982xx,WA,29.87,0,1,27,,14,0,20694,76.6,30,f,9777.66,9777.66,5560.99,5560.99,2222.34,3338.65,327.96,0,0,0,83334,1,0,2,14,53937,79,2,3,6883,74,27000,0,0,3,debt_consolidation
20000,20000,20000,36 months,16.29,706.01,D,D1,Patient Care Tech,3 years,RENT,50000,Verified,Current,852xx,AZ,35.07,0,0,47,,16,0,15153,44.3,24,w,8262.43,8262.43,15868.84,15868.84,11737.57,4131.27,706.01,0,0,0,38469,1,1,2,2,23316,57,1,3,5723,51,34200,0,0,0,debt_consolidation
2000,2000,2000,36 months,9.44,64.01,B,B1,Logistics Manager,2 years,MORTGAGE,119000,Not Verified,Current,781xx,TX,25.26,0,0,,,16,0,56203,83.9,37,w,1654,1654,447.02,447.02,346,101.02,64.01,0,0,0,345233,1,0,1,19,37806,66,1,2,11398,76,67000,0,5,1,car
28000,28000,28000,60 months,14.99,665.98,C,C4,Family Nurse Practitioner,10+ years,OWN,175000,Not Verified,Current,928xx,CA,20.37,2,2,11,,18,0,48596,85.6,31,w,24654.05,24654.05,6718.1,6718.1,3345.95,3372.15,665.98,0,0,0,707842,1,2,2,7,91492,91,1,1,14505,88,56800,1,0,3,debt_consolidation
35000,35000,35000,36 months,8.59,1106.33,A,A5,Customer Experience Consultant,3 years,RENT,90640.16,Source Verified,Current,301xx,GA,4.45,0,1,24,,11,0,13447,17.2,21,w,20547.13,20547.13,17667.87,17667.87,14452.87,3215,1106.33,0,0,0,13447,0,0,0,104,0,,1,2,5077,17,78100,1,0,1,debt_consolidation
5000,5000,5000,36 months,9.49,160.15,B,B2,consumer rep,10+ years,OWN,50000,Verified,Charged Off,352xx,AL,15.77,2,0,1,,15,0,22988,42.2,28,w,0,0,1109.91,1109.91,538.31,110.42,343,0,2,0,42890,0,0,0,131,6336,77,0,1,4566,47,54500,0,3,0,debt_consolidation
11400,11400,11400,36 months,15.99,400.74,C,C5,Supervisor,4 years,MORTGAGE,50000,Verified,Fully Paid,852xx,AZ,23.21,0,2,46,,15,0,6684,45.8,20,w,0,0,12758.17673,12758.18,11400,1358.18,9526.38,0,0,267,222326,2,0,3,18,25234,64,3,3,2799,59,14600,2,3,2,debt_consolidation
