a,b,c,d,e,f,g,h,i,j,class
35.3291,16.4064,2.8228,0.3895,0.1947,32.1461,33.0797,13.2496,4.3624,187.714,g
159.9055,75.9563,3.3458,0.1176,0.0722,79.9708,58.5895,24.1594,85.6268,241.3654,h
29.4605,15.3239,2.4378,0.4526,0.2427,13.3328,-18.1348,-5.9543,5.9093,72.0692,g
30.2838,7.9487,2.281,0.5183,0.2592,37.9863,15.1299,-5.592,9.0681,155.164,g
110.552,26.6965,3.4345,0.2052,0.1035,-53.2803,39.1115,-21.5929,0.0031,307.387,g
46.9829,20.9474,2.7324,0.3278,0.1731,-3.1038,48.6343,-16.7352,30.186,117.287,g
32.9645,10.633,2.3337,0.6301,0.3904,-24.7549,-7.6974,-4.8365,60.9326,100.8557,h
31.9036,18.0421,3.0069,0.3002,0.1521,8.4584,18.2193,8.7564,14.7783,111.436,g
67.8284,21.1968,3.0904,0.1973,0.1027,-109.858,55.546,16.9981,1.135,231.138,g
29.8424,11.0503,2.2857,0.4764,0.2834,-3.9082,-16.1008,-8.3781,62.5605,142.3577,h
105.3817,22.6493,2.432,0.4677,0.2403,-95.6201,47.3405,8.5295,6.4902,321.0829,h
35.8038,15.5345,2.7173,0.3854,0.2176,-4.4131,-29.9929,12.8724,29.837,87.5836,g
18.1853,12.8991,2.4836,0.5616,0.2906,-2.9115,11.1418,7.4341,54.9825,168.84,g
21.8884,6.7399,2.0986,0.7171,0.4024,-23.7924,-11.7222,-6.6181,15.8008,136.545,g
29.5497,16.2657,2.5911,0.3385,0.1782,37.2182,-13.9248,-11.8548,9.969,245.001,g
46.9647,11.3272,2.4232,0.4226,0.2132,30.2592,32.5679,-8.0923,1.107,166.863,g
12.7943,11.4884,2.1123,0.7104,0.4131,-15.2398,9.0086,-5.7111,60.835,70.4403,g
20.89,9.8119,2.2601,0.6593,0.3544,-21.049,-18.3699,11.3412,37.2203,186.984,g
53.238,20.45,3.0406,0.2723,0.1389,54.0039,43.6942,12.9959,5.6926,235.78,g
21.6208,16.5914,2.6698,0.4257,0.262,27.3897,9.4802,10.3581,34.221,230.005,g
171.5051,64.5524,3.5331,0.1674,0.0466,103.3078,145.4257,42.0187,40.1469,264.1398,h
44.3534,21.5914,2.9332,0.2997,0.1778,0.7201,24.9784,-15.2716,0.288,159.466,g
75.5264,37.4053,3.2695,0.1446,0.0782,36.9206,42.1229,-18.0208,6.198,191.936,g
12.4899,11.9789,2.1688,0.6915,0.3559,15.9987,-8.5835,10.5907,45.6611,217.134,g
120.173,23.5062,3.0058,0.1993,0.1001,112.254,76.2606,-5.2794,61.296,124.203,h
51.4841,17.6218,2.9605,0.2464,0.144,78.2482,-17.2838,11.0164,51.603,134.194,h
24.2157,12.8576,2.2304,0.5529,0.3029,-29.2716,1.7156,-5.9639,65.896,191.307,g
21.479,13.6097,2.6042,0.4627,0.25,1.588,-11.4003,2.9769,25.464,166.195,g
103.083,11.9106,2.4757,0.4816,0.2759,117.188,-76.2898,-6.4792,68.039,195.346,g
26.2813,11.4371,2.5126,0.51,0.3303,-6.922,-18.2562,-10.1384,22.598,173.144,g
38.6288,11.2014,2.8199,0.3997,0.2279,2.1462,19.4217,-7.3166,43.427,142.176,h
20.3102,12.3589,2.3043,0.4764,0.2804,-1.2687,9.8271,10.6233,3.08,194.772,g
184.164,57.9875,4.2752,0.0638,0.0343,-175.834,-152.165,31.4217,51.049,226.136,h
162.1957,55.2847,3.8238,0.1675,0.1101,97.5898,83.9108,27.1699,66.7174,347.6828,h
30.2724,17.0073,2.5982,0.3354,0.1803,-1.8758,-6.787,-12.6971,0.4079,156.863,g
40.6748,29.6305,2.658,0.3121,0.1945,61.5016,-15.6993,28.7959,59.0341,223.783,h
101.616,42.0308,4.1831,0.0799,0.0409,42.1214,84.1463,20.652,0.8339,281.992,g
24.7931,17.4496,2.7536,0.4109,0.2284,-0.1667,-9.03,-15.2918,5.178,197.253,g
46.9218,21.5581,3.123,0.1943,0.0998,-41.9231,21.5116,7.0413,10.582,141.367,g
35.455,22.1024,2.828,0.2422,0.1226,-25.3118,26.0046,13.845,87.9282,158.725,g
25.3993,14.0419,2.5334,0.3953,0.2533,6.6444,16.4517,9.2754,8.4814,164.808,g
49.0345,13.0214,2.8379,0.305,0.1547,-25.2715,29.7617,-5.9572,5.173,233.504,g
29.9126,15.0223,2.7135,0.4603,0.2369,-6.6009,15.2915,-16.9716,2.5305,202.792,g
30.7607,13.698,2.4616,0.3972,0.2401,21.8286,22.3039,12.3671,2.423,180.545,g
194.348,81.9078,3.0682,0.2256,0.115,-41.2963,-258.154,-61.11,31.156,204.381,h
28.5109,18.9033,2.7181,0.3005,0.1541,-8.6799,-18.7412,9.2831,9.4671,201.21,g
12.9396,11.0653,2.1508,0.7279,0.4558,14.138,-7.2703,0.4439,72.53,220.157,g
32.2595,12.6968,2.6464,0.3386,0.1727,-8.8767,10.6993,8.5749,0.457,200.717,g
30.327,29.3758,2.7368,0.2493,0.1274,25.1576,17.9015,-18.1123,81.3672,157.679,g
75.6635,27.7129,2.7889,0.2537,0.1325,74.6874,65.7864,21.5497,11.3729,275.169,g
35.0512,13.3047,2.5146,0.3804,0.2245,22.2522,-12.2301,-7.7924,23.8234,229.9806,h
19.8412,16.7819,2.3128,0.4818,0.2993,14.3041,18.3897,-13.8364,13.1411,200.071,g
19.9774,9.2051,2.4099,0.6809,0.43,0.5164,-12.105,-7.1817,3.2309,137.584,g
57.2739,29.9088,3.6651,0.1671,0.0892,23.974,45.6583,-20.4466,7.8961,173.964,g
52.6825,18.4592,3.0261,0.2081,0.1116,-0.9688,38.5699,-12.3256,2.3692,180.639,g
49.9467,13.455,2.6217,0.4922,0.2855,25.3421,43.2372,10.6398,19.672,188.316,g
49.1296,11.5361,2.4487,0.4342,0.2509,9.7204,37.6792,7.0998,7.8731,219.853,g
21.9209,17.3337,2.4654,0.5171,0.286,14.6179,17.1779,-18.6644,8.3521,183.242,g
22.7309,18.9412,2.4298,0.3978,0.2175,17.4354,-16.9273,17.5185,66.851,148.022,g
26.7613,11.2118,2.4851,0.4228,0.2448,-4.2911,-20.7967,-9.3412,53.0969,98.4314,h
101.63,48.2557,3.6763,0.1256,0.0669,-97.8371,-73.4577,21.7698,32.0807,99.863,h
19.704,12.7106,2.4778,0.5691,0.4043,12.106,16.7573,8.7064,58.1885,211.29,h
54.8335,12.8325,2.9232,0.2995,0.1689,-4.6042,25.123,6.7826,24.614,221.648,h
115.8125,76.4158,3.7433,0.0661,0.0523,-133.7645,63.6934,-45.5081,4.098,305.6383,h
26.8339,15.1463,2.5496,0.3893,0.2214,14.5424,7.1928,5.2489,81.5258,111.222,h
17.4908,11.0749,2.2175,0.5455,0.2818,0.9653,-6.1257,-3.4056,68.7191,145.251,g
17.7941,7.4352,2.1945,0.7987,0.5272,2.2155,-4.5237,4.0469,60.197,98.8267,g
48.5075,34.0415,2.9325,0.3084,0.163,7.6921,-44.8226,-18.737,85.6365,134.393,h
161.639,61.6327,4.2465,0.0448,0.0228,155.112,160.213,24.6766,75.7013,159.848,h
14.5938,12.4274,2.2576,0.4779,0.259,-1.5413,-9.9437,-9.6697,21.7229,147.6247,h
174.7357,33.295,2.6982,0.486,0.2257,-134.5689,-173.9663,-22.9621,32.8116,351.4009,h
21.4329,9.5412,2.3945,0.5927,0.3569,3.145,-15.0393,10.0636,20.7,109.464,g
24.7592,12.2102,2.5944,0.43,0.243,11.8064,10.4869,5.0697,7.219,159.861,h
22.2115,6.8141,2.0763,0.74,0.3939,-34.4971,-17.217,-3.4721,18.1772,236.7187,h
35.6049,14.776,2.9632,0.3554,0.2024,-4.1669,25.6703,7.4827,41.3813,232.3171,h
56.0155,35.3239,3.4548,0.1782,0.0893,51.1877,45.6998,49.1759,7.409,219.414,g
82.1086,44.7927,4.0291,0.093,0.0474,42.9426,80.5291,19.7965,0.171,173.469,g
19.087,17.2458,2.6441,0.3899,0.2312,32.2084,17.603,5.6783,48.0699,182.3954,h
26.5568,11.6576,2.3865,0.5133,0.2895,-12.1493,-10.3351,-9.7579,35.411,202.189,g
70.457,22.9878,3.0195,0.2562,0.1496,43.5397,68.1553,-10.9792,34.2372,216.957,g
132.8702,31.2437,3.3527,0.1218,0.0703,44.6313,-109.4241,-14.8583,24.7377,97.5774,h
60.0089,14.465,2.8261,0.3657,0.2172,-46.6829,41.2934,-6.1147,1.388,283.481,g
77.7891,22.0943,2.9908,0.2615,0.1486,53.5162,52.3456,-16.006,5.253,279.93,g
160.178,79.7017,3.9957,0.1263,0.0656,-80.2988,-160.174,-30.9095,35.245,357.699,h
22.3115,18.1542,2.5711,0.3839,0.2349,24.2233,-8.7335,-13.1112,13.895,157.112,g
33.2024,11.131,2.4158,0.3263,0.167,1.6365,21.2037,-4.1333,29.908,114.702,g
74.0906,23.1378,3.066,0.2526,0.1349,43.5653,70.0424,10.7699,2.0336,250.0983,h
18.5994,12.481,2.5894,0.7053,0.408,1.6629,19.1837,7.1416,1.1793,138.793,h
43.5727,20.0674,2.828,0.2808,0.1404,-19.3202,-28.4975,15.0518,11.1311,190.861,g
24.2378,11.0764,2.437,0.5484,0.3711,-10.7092,-22.2389,-7.2923,5.6286,177.415,g
31.9607,23.206,2.9969,0.2518,0.1344,-0.1172,15.2445,11.5945,10.176,139.356,g
30.401,22.7795,2.7324,0.2759,0.1657,-2.7792,16.5009,12.6533,11.3638,127.633,g
21.5607,13.0366,2.6552,0.5556,0.3774,-10.4745,-8.0702,3.0107,7.6756,107.6525,h
50.0677,17.6383,2.8052,0.2443,0.1245,-69.2489,-33.4756,-12.1053,21.887,233.149,g
102.7604,21.2461,3.172,0.1784,0.1251,76.1983,62.9071,21.5339,69.6356,168.4826,h
100.717,32.1655,3.1019,0.3496,0.2242,-68.4435,-79.3513,-23.6337,9.6768,301.496,h
11.6341,9.2012,2.3017,0.8239,0.4821,-9.5585,-12.541,-9.8116,51.8845,128.1919,h
17.9911,15.7644,2.2648,0.6304,0.356,-2.6343,-14.9682,-11.0193,21.9555,184.648,g
19.1493,16.3302,2.5717,0.4879,0.3016,-2.2716,-4.2036,-12.2487,38.839,189.208,g
77.481,24.4619,3.0124,0.2974,0.1569,-36.9952,-30.9218,18.6103,1.751,324.231,g
23.2473,18.4047,2.6839,0.4286,0.2764,-9.8798,10.6638,-10.2722,34.217,75.377,g
19.1347,10.1009,2.2355,0.5465,0.3052,-24.3193,-8.913,-1.9442,5.5012,158.267,g
113.5527,23.8733,2.8041,0.3329,0.1885,116.9159,85.1413,21.7677,26.0409,249.3809,h
69.9437,8.0844,3.0458,0.3363,0.1694,-95.1141,41.9677,-1.2723,0.0502,266.1265,h
44.4789,17.0523,2.8957,0.3039,0.171,30.6283,19.4479,-9.0242,6.165,139.356,g
16.3384,11.6247,2.433,0.6015,0.3155,1.5084,-5.6691,-4.3584,13.929,242.686,h
23.856,12.2327,2.4346,0.4522,0.2739,7.6639,11.3909,8.8336,20.7251,219.953,g
21.1376,7.0219,2.2188,0.713,0.3837,23.6118,11.3923,-6.2296,34.906,158.878,g
106.1228,35.7363,3.0275,0.3822,0.2044,73.3577,124.6383,-17.1377,84.007,14.5272,h
75.1882,18.6423,2.9571,0.2241,0.1209,5.3992,63.8301,-10.5364,1.253,250.862,g
21.5452,12.1241,2.4558,0.5959,0.3161,3.017,-20.2701,-4.0001,8.2298,89.9811,h
212.597,108.123,3.2695,0.2043,0.1105,-89.6901,-246.396,-85.3807,2.4385,272.128,h
33.9768,18.3016,2.7642,0.3408,0.2126,3.7503,24.2362,10.7984,71.4495,43.6149,g
19.9742,16.2989,2.5593,0.5103,0.28,24.4937,11.6297,-8.7452,8.793,182.308,g
122.177,35.1761,3.3966,0.1566,0.0969,-123.7364,77.5441,33.6475,69.7736,249.997,h
158.276,93.1037,3.333,0.0948,0.049,-70.971,-121.306,76.6989,52.085,249.073,h
67.8372,24.1273,2.9664,0.2442,0.1226,21.4801,76.6759,17.3767,5.0087,204.394,g
111.715,26.6559,2.8938,0.3946,0.2011,-105.077,65.4384,-19.6078,38.25,260.691,h
22.1048,12.8114,2.5315,0.55,0.2926,-16.8134,-17.7512,-7.3296,9.0091,151.762,g
19.6295,9.4028,2.3711,0.617,0.3936,21.2347,13.3563,-3.6052,11.997,208.185,g
86.9585,33.0357,3.5415,0.2245,0.141,11.242,53.9694,-23.3341,0.296,341.694,g
35.8348,17.3889,2.9355,0.3132,0.1572,26.9894,-12.9673,9.0782,3.335,157.997,g
194.1337,77.3386,3.7326,0.1645,0.0855,377.9719,-180.058,35.2675,59.7473,265.2916,h
26.5772,9.9018,2.4676,0.4974,0.2606,18.6787,16.731,-6.463,22.52,51.6708,h
93.8895,46.4801,3.5995,0.2615,0.1701,14.5211,49.1538,-42.82,15.2121,341.5698,h
31.3155,18.3709,2.6547,0.361,0.2049,-17.5092,-20.9787,11.2839,18.2357,243.734,h
61.6991,12.3313,3.0035,0.2604,0.1548,88.3498,50.0728,7.6156,9.0509,212.5836,h
102.0005,22.0017,3.3161,0.1064,0.0724,-54.0862,43.0553,-15.0647,88.4636,274.9392,h
173.6085,49.7885,3.5218,0.2063,0.1037,-228.8788,-93.0779,32.1942,81.6312,303.3794,h
24.0218,21.6024,2.6812,0.3979,0.2427,19.2313,-17.3996,18.0813,12.615,136.947,g
12.997,11.2291,2.2109,0.7508,0.3908,14.9557,-4.606,11.7194,67.496,166.971,g
34.9699,15.4688,2.7549,0.3435,0.1862,29.0009,30.5621,5.4633,40.2034,194.6822,h
24.7098,10.5003,2.3314,0.4615,0.2541,-5.4547,-19.0614,-6.703,2.1688,125.121,g
141.884,18.1945,2.5459,0.4154,0.2319,-146.974,98.6042,-11.7328,5.704,310.081,g
48.1661,23.6129,3.0844,0.28,0.1634,-20.8799,-51.7135,13.8031,89.0528,144.557,h
171.115,41.1314,3.6886,0.0922,0.0618,-219.634,-148.374,-42.1235,79.146,191.177,h
80.6936,27.46,3.8403,0.1535,0.0814,34.3815,82.165,19.6038,0.913,290.335,g
66.2943,23.1329,3.1339,0.2131,0.1128,12.4525,71.725,14.015,2.314,179.632,g
27.5369,17.5462,2.8633,0.3397,0.1705,-8.4329,22.4666,10.0525,39.9687,111.446,g
31.0619,11.6274,2.5563,0.4667,0.2403,-41.3141,7.6668,-8.4457,22.822,128.797,g
45.9832,21.4123,2.9325,0.2734,0.1408,-4.4598,40.5153,18.8747,15.1333,187.894,g
25.675,11.1599,2.7084,0.5068,0.2652,22.1985,-17.4557,-9.8782,19.392,126.14,g
19.1301,9.0426,2.2833,0.6719,0.4714,3.9814,-13.5623,-10.1033,38.478,208.724,g
25.5801,15.8765,2.5276,0.5193,0.2923,-8.6292,-17.1298,14.7861,3.628,176.888,g
23.2875,20.4803,2.9044,0.4436,0.266,-5.9505,17.5035,19.1915,10.2651,103.148,g
103.641,25.5476,3.1057,0.1944,0.1031,-170.968,57.2744,-14.6201,1.0959,314.057,g
23.5545,12.0566,2.4167,0.5063,0.2641,-12.3463,13.3145,5.1555,18.5743,169.0624,h
29.5559,8.534,2.3636,0.5887,0.3139,12.3344,21.706,4.9633,39.4223,211.908,g
214.968,52.8938,3.9427,0.0973,0.0508,-113.14,-243.276,19.1703,15.693,216.928,h
23.5193,14.4388,2.7176,0.5209,0.2872,-0.5528,26.1,-5.3421,40.5726,235.9756,h
13.0934,10.6012,2.2109,0.7754,0.4831,13.3214,3.9047,-10.0662,74.741,83.8268,g
43.394,14.3798,2.7419,0.3315,0.1893,17.1142,34.0807,11.7271,13.603,121.477,g
29.1833,20.3191,2.5641,0.4229,0.2169,-15.6993,-18.1053,-9.3697,26.398,200.807,g
144.4999,70.878,3.159,0.2754,0.1501,122.2645,127.5035,-59.4317,1.6443,246.7863,h
194.1567,32.1825,3.3031,0.0721,0.0634,-344.7133,89.8355,20.6667,23.2722,54.0459,h
78.3354,21.168,2.7945,0.3547,0.1934,59.5809,83.5768,-7.8714,11.8806,233.189,h
19.7721,7.0896,2.2,0.795,0.4132,21.0085,13.0351,-4.6869,10.7736,129.519,g
105.8399,43.4692,3.3905,0.1188,0.0511,53.4433,126.2927,-21.255,16.3486,132.5441,h
46.7423,21.6214,2.7578,0.3762,0.2686,-28.1361,-67.1195,17.7402,79.4041,244.508,h
16.7945,10.1567,2.2568,0.777,0.3899,9.282,-3.9097,14.0172,47.2783,66.759,h
81.1926,34.7307,2.7545,0.4622,0.2558,-35.7786,-80.8553,12.6179,23.6908,101.0234,h
24.0015,19.4838,2.6222,0.4248,0.2422,1.0555,13.9059,-11.8675,52.118,161.718,g
30.8445,7.0755,2.4759,0.6478,0.3148,2.6924,-25.6934,3.7971,80.2869,193.1073,h
112.1475,22.1891,3.3069,0.225,0.1013,25.9059,76.711,-29.8017,9.6688,177.1615,h
29.3664,17.6795,2.7328,0.3108,0.1582,8.0455,20.1591,5.8608,52.9899,214.79,h
61.596,20.4676,3.3757,0.1848,0.0987,58.0284,49.7748,-10.6349,0.488,213.798,g
37.598,19.7521,2.9793,0.2381,0.1306,17.9564,15.8218,9.8806,19.158,155.814,g
50.2103,18.7904,3.0599,0.2352,0.1267,21.1888,37.3658,-9.2378,10.563,266.606,g
79.7198,25.455,3.472,0.1251,0.0629,96.473,65.5872,-16.873,2.8691,233.092,g
40.6918,12.9648,2.7493,0.4789,0.2954,14.5797,13.8019,3.2738,43.0868,134.069,h
20.3407,7.4247,2.4594,0.7535,0.5642,16.2438,18.5961,-1.9967,12.1306,203.266,h
57.0634,19.1651,2.9209,0.1908,0.1014,25.5784,-25.3718,-10.1046,4.181,236.137,g
64.0108,21.0758,3.0372,0.2634,0.1418,-45.5301,10.3277,11.2814,3.9371,296.344,g
12.9926,10.8059,2.1156,0.751,0.4789,13.52,-5.3597,7.3802,32.917,221.664,g
44.3541,21.8288,3.2379,0.2428,0.1419,0.0198,40.8231,3.7512,17.919,186.207,g
41.4007,24.7585,2.9425,0.21,0.109,20.1941,24.0314,23.5645,21.9634,129.021,g
196.43,56.5929,3.5573,0.1766,0.0935,-212.985,-66.2854,55.344,13.97,176.931,h
98.3607,25.1592,3.4009,0.1538,0.0801,115.75,92.2918,13.2956,2.9063,282.081,g
50.1537,15.745,2.5165,0.3714,0.1933,-67.6042,41.0032,-8.7869,11.976,191.021,g
51.1323,12.8883,2.6739,0.2627,0.1324,-18.1474,-22.0785,8.782,17.713,89.1934,g
23.4415,14.9202,2.4914,0.471,0.2661,-0.7943,-16.4041,-6.6795,23.308,157.409,g
41.8803,22.1277,3.3672,0.3164,0.1801,44.7981,29.4729,19.5997,2.2801,200.619,g
82.0339,17.6929,3.0592,0.336,0.1715,-52.7646,64.1299,12.1437,25.7451,317.294,h
36.0738,12.6927,2.5563,0.375,0.2458,38.6242,26.4191,8.9849,25.8637,138.004,g
26.6552,19.372,2.8017,0.3899,0.2013,37.8216,12.9495,-15.7926,19.8988,203.361,g
22.2257,0,2.0774,0.7531,0.4477,0,0,-10.0928,28.526,59.1405,g
44.3994,19.0966,3.1239,0.291,0.1568,38.1653,33.7283,10.7433,5.818,218.792,g
46.9654,11.1482,2.8176,0.3839,0.2009,40.3412,23.1535,5.657,26.0156,66.4015,h
128.2491,79.2188,3.5577,0.131,0.0862,72.7565,138.4559,59.6117,58.612,178.0806,h
129.93,38.311,3.8703,0.0992,0.0537,147.355,97.5116,-9.9733,49.379,218.399,h
22.5058,9.6454,2.6401,0.5586,0.324,-14.4893,-26.805,-6.7603,25.5648,46.6227,h
31.0155,12.8252,2.766,0.4199,0.2562,18.115,26.4684,-8.8933,9.17,178.262,g
41.4798,13.9934,2.8847,0.3495,0.1886,24.2043,18.8001,-9.2038,82.3925,106.5458,h
27.7531,12.5654,2.3531,0.4568,0.255,17.0929,19.0235,7.9323,0.2168,94.6145,g
157.9876,82.8141,3.1533,0.3786,0.2174,-170.8765,-138.2061,-64.0302,27.9254,387.7986,h
34.8629,20.5725,3.1017,0.2809,0.1404,39.1696,26.9348,-9.652,14.161,91.5397,g
33.2278,9.1514,2.5502,0.538,0.3141,-20.1119,-23.9935,-8.1573,22.771,134.211,h
161.4795,83.0297,3.0887,0.2737,0.1515,-91.5838,-198.7053,-49.9263,86.6275,311.6682,h
12.6982,11.7036,2.1746,0.7157,0.3712,-15.3967,6.8835,-11.2894,2.019,211.221,g
29.1395,4.4119,2.5319,0.5297,0.3128,6.8428,-26.876,-9.8674,53.3111,203.1796,h
36.8281,9.5478,2.3942,0.4469,0.2479,-32.0883,-24.1504,8.9043,34.0317,98.086,h
123.8378,27.5133,2.8831,0.3212,0.1708,76.2581,111.9562,16.4844,32.025,273.4849,h
23.3911,16.4648,2.5729,0.4706,0.2714,-20.3501,-14.1416,-8.0312,19.703,110.646,g
18.1125,16.9482,2.3314,0.4988,0.2541,-7.4528,16.5016,-12.5021,14.9007,96.8673,g
30.8252,10.7739,2.404,0.4852,0.2623,-40.6069,-16.8903,-11.7654,3.2586,229.629,g
38.3943,12.6363,2.6299,0.4408,0.2497,-25.1442,-36.0812,8.9031,20.47,51.4363,g
19.7551,14.5851,2.6345,0.5336,0.3028,-20.3719,-15.006,8.1704,58.335,101.027,g
59.7619,13.912,2.6808,0.39,0.2054,44.8992,50.8533,14.9113,10.5445,278.352,g
30.9108,11.5379,2.7404,0.4782,0.2827,-26.0397,-26.5375,4.8576,61.92,174.149,h
45.6204,33.144,3.2983,0.1847,0.0938,-19.2351,7.2994,-19.3154,3.6192,280.958,g
83.1099,38.2191,3.6877,0.2092,0.1089,-18.9875,-40.7731,25.8337,1.9969,366.082,g
19.4819,18.1986,2.233,0.5614,0.2895,-27.0484,11.9733,-17.5549,36.406,89.6618,g
37.1792,8.0884,2.5806,0.5525,0.2849,6.7444,8.0017,-8.9998,58.2452,136.0017,h
31.9086,0,2.2577,0.5635,0.2901,0,0,18.0322,81.5685,177.191,g
39.5085,20.9302,2.7828,0.2935,0.1772,-19.8992,-33.7291,19.4858,4.7427,236.413,g
142.066,70.6134,3.4261,0.1192,0.0605,-97.1957,-80.2814,-37.4368,12.457,309.588,h
21.1539,9.9638,2.4425,0.5993,0.3484,-2.4953,14.8018,-7.3515,32.373,108.978,h
72.3771,24.6175,3.1477,0.1779,0.0979,69.6991,71.0401,17.7575,7.0799,297.31,g
23.8305,8.5612,2.4014,0.6548,0.3988,-26.4887,-10.6839,9.6172,9.3104,213.813,g
32.9368,18.0335,2.6269,0.3424,0.1854,37.224,25.0526,14.4716,23.5489,149.56,g
33.0532,16.455,2.9125,0.3193,0.1645,8.6542,18.3475,7.3028,9.549,190.467,g
43.814,23.5591,2.7415,0.3064,0.1804,15.0611,24.9308,13.7095,19.0193,168.601,g
17.1236,10.541,2.4713,0.6757,0.397,3.5457,-7.5841,7.9365,40.222,147.285,g
33.306,10.6203,2.4133,0.4324,0.222,4.7813,-16.8419,-10.0063,9.49,190.421,h
28.7277,21.6578,2.7076,0.3608,0.248,20.4182,22.1614,14.7272,83.6227,61.5537,g
34.6882,22.6579,3.049,0.2305,0.1184,23.576,28.0075,-8.4395,2.0522,160.775,g
80.934,27.8972,3.5143,0.2864,0.1886,15.077,47.6164,-13.5462,2.2905,355.411,g
54.5906,21.8888,2.917,0.3329,0.2076,-62.3091,-32.4222,17.9838,0.626,278.287,g
21.2283,11.7792,2.3096,0.6471,0.3309,-19.2114,-20.9541,-9.8108,5.0985,129.562,g
31.5356,12.3269,2.7709,0.3678,0.1856,29.2554,10.6413,3.648,68.3389,122.715,h
12.7256,11.6683,2.0774,0.7197,0.364,-15.1234,4.523,11.5628,45.432,124.04,g
20.1997,11.2972,2.3284,0.6291,0.3639,-13.7881,-18.9096,-6.0515,17.3756,192.865,g
78.6836,22.724,3.0265,0.207,0.1058,-113.173,75.4384,-4.4445,1.732,216.981,g
83.3939,25.0388,2.7304,0.3721,0.2149,-85.1624,-23.7258,23.2849,12.9206,305.941,h
34.3562,25.6783,3.2604,0.2443,0.1359,5.0386,-29.2331,-9.7943,58.6756,66.47,g
90.1049,22.951,3.1608,0.2272,0.1136,69.0797,92.7354,23.146,14.047,277.043,g
70.4188,27.2113,2.6238,0.3948,0.2295,-78.9582,-21.8642,11.3134,13.734,319.286,g
30.7967,21.2847,2.7135,0.3288,0.1983,27.1944,31.5476,-10.674,18.6544,136.253,g
27.8774,20.5885,2.785,0.4085,0.2322,7.7486,23.0835,-14.6864,37.707,208.559,g
21.4944,10.4204,2.2304,0.5588,0.3088,-4.4301,16.7152,-8.5553,14.8311,207.058,g
122.175,32.547,2.8245,0.3191,0.1685,75.7206,127.517,-16.0631,80.6468,188.298,h
136.416,88.1951,3.9794,0.0368,0.0189,43.723,125.687,23.7715,78.348,196.897,h
71.5641,35.1044,3.1497,0.1431,0.0733,-28.6295,27.3206,27.1517,31.499,170.245,h
49.9619,12.124,2.4322,0.3401,0.183,-80.4002,34.7576,7.5747,23.091,289.195,g
55.3431,22.5855,2.9243,0.2524,0.1339,11.7513,31.6972,-17.38,25.7773,190.12,g
16.6762,16.1934,2.703,0.4072,0.3124,-5.9387,-16.5137,-5.4097,31.8432,228.4581,h
44.7514,21.1995,3.1326,0.2027,0.1057,38.1348,30.1,16.4513,7.475,188.386,g
90.5754,27.0612,3.8492,0.1609,0.0823,64.8538,84.0906,16.3896,0.012,291.331,g
28.7412,15.026,2.5809,0.4147,0.2375,9.8278,19.194,-5.3055,23.5268,189.489,g
19.901,17.8679,2.499,0.5071,0.3027,-14.0443,-15.2362,9.7605,49.186,245.623,g
24.3686,15.5878,2.5593,0.4248,0.2166,-5.3289,-16.2269,13.8149,71.762,140.871,h
177.8882,59.1349,3.9456,0.0736,0.0557,-208.5682,-127.6361,38.8133,88.9903,263.9121,h
25.6709,0,2.2,0.7571,0.4574,0,0,-17.3271,25.9332,57.7791,g
18.423,12.554,2.5058,0.5991,0.4228,12.1573,15.8397,-9.6204,15.175,146.477,g
72.1032,44.7142,3.5153,0.2015,0.1323,-15.4422,-62.6886,24.4375,28.376,363.5335,h
75.7741,34.3175,3.3094,0.1148,0.081,103.6556,50.342,26.4572,61.4041,217.7622,h
21.2519,19.4391,2.6473,0.444,0.2358,15.4006,25.8304,-15.5841,11.3732,50.4489,h
34.7695,29.1035,3.0235,0.2094,0.1075,36.598,-18.8624,22.0723,4.018,145.068,g
98.2968,50.2884,3.0338,0.3737,0.2419,-69.4558,63.7397,-45.85,61.0672,303.25,h
123.6135,99.3213,3.5811,0.1502,0.0849,-141.7804,-27.3916,-41.9269,62.7913,257.6641,h
88.4501,21.148,3.4555,0.2452,0.1294,85.3835,79.2748,-12.5341,0.762,281.995,g
30.7475,18.4596,2.6493,0.3094,0.1693,34.3536,-12.7055,7.34,12.5618,195.927,g
138.097,61.4382,3.263,0.2205,0.1247,-138.251,-49.7378,-41.8225,43.0835,277.632,h
25.9087,15.0075,2.6037,0.3935,0.2005,8.2414,15.484,7.6827,89.502,183.491,g
242.492,90.6041,3.4335,0.1106,0.0625,-300.245,-76.1678,76.6727,88.1017,166.68,h
20.3858,10.6093,2.3483,0.6278,0.3341,-5.7295,16.844,-5.1049,27.036,100.209,g
11.145,10.3286,2.1558,0.7575,0.4058,11.2841,16.0731,5.2311,51.9644,39.9839,h
30.2844,14.2297,2.7292,0.3993,0.2062,11.3609,24.8447,-7.1478,3.1825,61.0088,g
12.9816,10.8012,2.1717,0.7407,0.4815,-13.4716,5.4531,0.0807,0,194.374,g
40.1099,23.8657,3.2044,0.2142,0.1096,7.6748,26.4934,-13.9909,4.0619,109.997,g
27.3537,20.329,2.7683,0.3018,0.1594,20.8005,-6.9402,-9.784,1.824,97.7648,g
107.1313,44.7646,3.1324,0.1368,0.0796,-99.5153,-32.2597,-22.5598,55.4419,148.8936,h
89.8985,22.9147,3.1324,0.3597,0.2127,16.7531,-46.1802,-14.3551,6.8413,346.746,g
