Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,class
45784,11,Canberra,5.3,23.6,1.2,5.8,10.7,,,NW,NW,7,9,74,36,1023.9,1020.6,1,1,15,22.1,Yes,0,No
104109,3,Woomera,22.8,36.8,0,13.2,9.8,N,65,N,N,24,41,46,21,1008.5,1003.7,3,1,25.4,35.7,No,1.6,Yes
43207,4,Wollongong,14.8,19.2,0,,,SSE,39,SSW,SSE,26,26,45,50,1017.2,1015.1,,,17.6,18.6,No,0,No
53354,8,MountGinini,0.1,6.4,0,,,NW,56,WNW,NW,17,20,29,65,,,,,4.8,5.2,No,6.8,Yes
95622,10,Adelaide,15.3,31.7,0,4.4,4.6,N,50,NNE,N,20,15,18,13,1010.1,1005.8,,,26,30.4,No,0,No
98717,1,MountGambier,11.4,19.7,0.6,8.6,10.3,WSW,56,W,W,37,37,52,44,1008.9,1009.8,4,7,15.8,17.4,No,0,No
30934,2,Sydney,19.9,25.7,3.8,5.8,4.4,NE,46,N,NE,17,24,74,63,1012.3,1009.9,,,22.3,24.3,Yes,2.2,Yes
131996,1,Launceston,14.1,25.2,0,,,SSE,33,SSE,SE,17,11,68,39,,,8,7,15.7,23.8,No,0,No
22433,3,NorfolkIsland,18.8,23.8,0,5.6,9.2,ESE,43,E,ESE,24,20,74,69,1020.2,1018.1,6,5,21.1,22.5,No,0.8,No
56674,5,Ballarat,0.4,11.2,1.4,,,N,35,NNW,WNW,11,20,99,68,1019.7,1019.6,,7,5.6,10.2,Yes,2.4,Yes
80845,2,Dartmoor,13.8,25.4,0,4,8.6,WSW,33,,SW,0,11,100,53,1012.3,1010.8,,,15.1,24.1,No,0,No
117237,3,PerthAirport,20.1,39.7,0,8.4,10.6,E,57,E,E,37,20,39,15,1014.4,1011.4,2,2,28.7,38.4,No,0,No
32607,11,Sydney,17.8,24.3,0,7,11.1,E,33,SSW,ESE,9,20,68,59,1012.9,1009.9,5,1,20.2,22.6,No,9,Yes
110566,8,Witchcliffe,5.6,20.6,0,,,SSE,44,N,W,13,11,89,68,1018,1016.2,,,15.4,18.3,No,3.4,Yes
116682,9,PerthAirport,13.7,25.6,0,3.4,7.5,NE,37,ENE,NNE,20,11,61,44,1013.1,1008.1,7,6,17.6,25.3,No,3.4,Yes
20395,11,NorahHead,14.7,21.2,4.6,,,SSW,52,SSW,SE,11,20,76,59,1015.8,1015,,,17.4,20.6,Yes,0.2,No
38973,6,Williamtown,9.6,16.6,0,4.8,9.5,WNW,57,WNW,WNW,31,31,60,36,1012.4,1009.9,2,,13.5,15.3,No,0,No
102948,5,Nuriootpa,5.2,20.4,0,,9.4,NW,30,NE,NNW,7,11,86,36,1023,1018.3,,,11.9,20,No,0,No
5236,6,BadgerysCreek,3.4,17.5,0.2,,,NNE,15,,N,0,9,100,65,1029.7,1024.8,,,7,16.8,No,0.8,No
38666,1,WaggaWagga,19.7,35.3,0,9.8,,ENE,44,ENE,NNE,24,6,50,18,1015.7,1012.6,,,25.1,33.6,No,0,No
77786,10,Watsonia,12.5,24.4,0,4.8,7.2,NE,50,SSW,ESE,6,7,78,43,1014.6,1012,8,7,14,21.6,No,14.2,Yes
125125,1,Walpole,19.4,27.5,0,,,SE,28,NW,S,7,13,64,67,1009.6,1009.4,,,26.2,25.6,No,3.8,Yes
47897,4,Tuggeranong,4,21.7,0,,,ENE,20,SSW,NNW,6,6,62,34,1027.6,1023.4,,,12.2,21.5,No,0,No
24597,12,Penrith,12.5,19.7,0.2,,,SSW,22,SSE,NW,11,6,67,60,,,,,15.8,17.7,No,0,No
137908,3,Darwin,24.6,31.7,15.2,7.2,8.6,WNW,31,E,NW,7,22,81,63,1010.3,1006.3,7,6,27.5,31.4,Yes,0,No
34327,5,SydneyAirport,13.8,18,0,5.6,7.4,SSW,56,SSW,S,28,35,50,61,1025.4,1025.1,1,4,15.9,17.8,No,0,No
107634,9,Albany,12.8,17.1,2,5.4,5.9,,,W,SW,15,26,51,88,999.3,1004,7,7,15.2,13.2,Yes,10.2,Yes
48197,2,Tuggeranong,19.7,26.4,6,,,SSW,41,SSW,S,6,15,94,100,1009.3,1008.8,,,21,19.3,Yes,26.2,Yes
42828,4,Wollongong,15.3,20.6,10.4,,,SSW,41,SSW,SSW,13,13,90,77,1031.1,1029.3,8,7,17,19.9,Yes,3,Yes
133103,7,AliceSprings,6.6,19.9,0,5.2,10.3,SSW,41,S,S,6,19,42,23,1023.1,1021,0,1,12.2,19.4,No,0,No
94848,5,Adelaide,9.5,18.7,0,1.8,8.3,NNE,33,NE,NW,13,13,47,33,1030.4,1026.3,,,13.1,18.2,No,0,No
56667,5,Ballarat,8.7,16.1,0.2,,,NNE,61,NNE,N,30,43,99,76,1022.1,1017.9,,,11.1,15.7,No,0,No
55657,8,Ballarat,1.3,9.1,1.8,,,SSE,39,S,SSE,19,20,99,79,1033.6,1032.9,8,8,4.2,8.2,Yes,0,No
60179,3,Sale,16.9,26.6,0,3.8,6.1,ESE,33,NW,NE,7,4,77,50,1020.1,1017.8,7,3,19.1,25.7,No,0,No
105082,1,Woomera,19.6,27.9,2.6,6.8,1.5,ESE,31,ESE,WSW,15,15,98,90,1006.2,1004.1,7,7,21.3,24.4,Yes,7,Yes
65590,1,MelbourneAirport,10.9,30.1,0,5.8,13.2,SE,33,SSE,E,9,9,75,42,1016.4,1012.2,1,0,17.2,29,No,0,No
130499,8,Launceston,3.7,14.7,0,,,NNW,31,NW,NNW,4,15,99,72,1026.2,1022.4,,,5.1,13,No,0,No
81877,1,Brisbane,22.2,33.9,0,9,6.9,W,44,SE,NNE,4,13,60,65,1007.4,1005.1,5,7,29.7,30.9,No,0,No
41912,6,Wollongong,13.5,20.7,0,,,NNW,39,NW,NE,20,31,73,72,1024.5,1019.6,5,,15.1,17.6,No,0.8,No
118374,4,Perth,10.7,28.9,0,4.2,8.2,WNW,26,,W,0,11,49,47,1018.4,1016.1,2,7,19.7,24.3,No,0,No
36882,12,WaggaWagga,18.7,26,0,10,2.1,WNW,48,ENE,ESE,19,11,57,64,1009.5,1005.8,7,7,20.9,23.1,No,10.4,Yes
84249,10,Brisbane,15.5,27.2,0,5.6,12.1,ENE,31,ENE,NE,6,13,55,46,1020.5,1015.9,1,1,24.1,25.7,No,0,No
88107,8,GoldCoast,15.4,25.1,0,,,NNE,28,SSE,NNE,9,19,80,77,1015.3,1011.5,,,22.1,23.3,No,0,No
19385,1,NorahHead,20.9,26.3,0,,,E,28,SE,ESE,11,17,87,76,1009.2,1007.6,,,22,25.8,No,0.8,No
121462,8,SalmonGums,12.3,22,0,,,SW,35,NW,N,15,17,77,45,,,,,14.9,20.2,No,2,Yes
923,7,Albury,3.5,17.2,0,,,SE,26,NW,S,4,11,75,46,1022.2,1020,,4,8.8,16.8,No,0,No
138438,8,Darwin,17.2,30.8,0,7.4,9.2,N,39,E,NNW,22,24,61,37,1016.7,1012.1,1,2,24.4,30.3,No,0,No
96850,3,Adelaide,21.5,29.9,26.8,,,E,37,SE,E,7,7,65,52,1010.3,1009.6,,,24.6,28.5,Yes,0,No
29184,8,Richmond,3.9,23.2,0,2,,NE,19,,ENE,0,11,99,42,1031.3,1025,5,,8.5,22.7,No,0,No
58534,3,Bendigo,10.4,26.4,0,6.7,,SSE,37,SSE,SSE,19,13,63,27,1018.4,1016.8,,,14,24.9,No,0,No
76439,11,Watsonia,5.6,19.8,1,3.2,13,SSW,31,SSE,S,15,19,58,52,1025.5,1023.8,2,1,13.8,19,No,0,No
115524,5,PerthAirport,11.5,25.7,0,4,9.9,,,ENE,ENE,37,22,56,28,1021.5,1017.6,0,0,15.2,25.2,No,0,No
102279,7,Nuriootpa,7.8,14,1.1,3.5,6.6,WNW,61,WNW,W,22,31,86,67,1014.7,1013.5,7,,9.5,12,Yes,5.2,Yes
67605,6,Melbourne,6.5,13.3,11.2,2,1.7,W,48,WNW,W,19,22,74,71,1017.8,1017.5,7,,8.3,12.9,Yes,0.4,No
121413,7,SalmonGums,4.6,14.4,1.6,,,W,43,WNW,WNW,26,17,77,51,,,,,7.4,14.3,Yes,0.2,No
23861,9,Penrith,6.8,21.3,0,,,W,46,WSW,WNW,17,35,44,36,,,,,16.5,19.4,No,0,No
139635,8,Katherine,12.5,31.1,0,8,,ESE,44,ESE,ESE,19,22,22,26,1018.4,1014.1,0,0,26.6,30.4,No,0,No
96136,3,Adelaide,13.3,31.7,0,4,,NE,26,,NNW,0,11,68,16,1024.1,1020,,,17.9,31.2,No,0,No
85131,9,Cairns,21.3,29.7,1,9,8.4,ENE,41,S,E,15,24,76,58,1017.7,1013.9,5,3,24.6,27.4,No,0.6,No
17922,8,NorahHead,12.4,23.9,0,,,NNE,31,N,NE,9,26,72,81,1012.1,1007.8,,,20.1,19.2,No,0,No
73260,5,Portland,5.4,16.3,0.2,0.4,9.5,SE,26,W,S,6,9,99,77,1023.3,1021.8,3,4,10.6,14.3,No,1.2,Yes
142083,3,Uluru,22.4,32,0,,,E,35,ESE,E,19,19,34,23,1012.1,1009.1,2,8,24.9,31.2,No,0,No
43131,2,Wollongong,20.5,24.6,0,,,ENE,44,NE,NE,24,37,81,71,1015.5,1013.9,1,,23,24,No,0,No
100066,4,Nuriootpa,12.6,31,0,8,10.9,NE,39,NE,NNE,13,13,33,18,1019.4,1017.3,1,1,22.6,30.5,No,0,No
11789,3,CoffsHarbour,19,26,0,,,ENE,28,WSW,E,7,15,80,68,1017.5,1014.3,,,23.5,26.2,No,0,No
22256,9,NorfolkIsland,15.8,19.9,0,5,7.9,W,48,W,WNW,30,30,59,70,1014.7,1013.3,1,8,18.1,18.8,No,0,No
45766,10,Canberra,9.5,30,0,7.2,9.2,,,NW,NW,17,41,47,23,1014.8,1008.8,5,4,20.8,28.9,No,4.4,Yes
57148,2,Bendigo,13.7,33.4,0,7.6,,NNW,41,NE,N,13,20,47,24,,,1,6,22.4,32.3,No,0,No
127075,8,Hobart,7.4,17.5,0.2,1.2,1.2,NNW,59,NNW,NNW,9,26,72,49,1008.3,1002,6,6,12.3,16.5,No,0.6,No
111091,2,Witchcliffe,14.9,30.8,0,,,SSE,35,ESE,SSE,20,20,66,48,1016.3,1014.2,,,20.1,27.4,No,0,No
6270,11,Cobar,18.5,26.2,0,15.6,12,W,57,WSW,W,30,24,42,25,1006.2,1005.4,3,1,20,24.5,No,0,No
543,6,Albury,1.7,10.2,0,,,SW,17,ESE,WSW,7,11,99,84,1018.7,1015.8,8,,5.1,8.9,No,0,No
35435,5,SydneyAirport,12.4,26,0,2.2,5.2,NNW,33,WSW,NNW,7,11,39,30,1017.5,1013.3,6,5,18.5,24.6,No,0,No
109339,12,Witchcliffe,18.9,28.4,0.2,,,WSW,48,NNW,SE,4,19,62,58,1005.2,1002,,,25.8,23.8,No,0.4,No
100727,1,Nuriootpa,14.7,34.4,0,8.8,12.3,W,41,E,WNW,13,11,55,15,1010,1005.7,0,1,21.6,33.1,No,0,No
123085,5,SalmonGums,8.7,16.1,0,,,SE,33,SE,ESE,7,22,81,72,,,,,14.7,15.6,No,1.6,Yes
79866,4,Dartmoor,10.8,13.4,5.4,4,2.9,W,39,NW,WSW,13,17,100,78,1007.1,1008.1,,,11.3,12.1,Yes,11.6,Yes
71891,2,Nhil,11,34.8,0,,,S,37,SE,SSE,6,13,75,14,1021.4,1018.6,,,18,32.8,No,0,No
113138,9,PearceRAAF,4.6,21.4,0,,11,E,48,E,SE,20,13,56,40,1029.4,1024.9,0,0,15.3,20.8,No,0,No
111173,5,Witchcliffe,13.2,20.8,0.6,,,SSE,26,,SE,0,7,100,65,1029.9,1028.2,,,16,20.1,No,0.2,No
34375,6,SydneyAirport,9.3,15,12.2,3.2,0,SSW,65,SSW,SSW,30,39,73,85,1021.7,1021.4,6,7,12.5,12.7,Yes,2.6,Yes
16886,3,Newcastle,15.7,25.2,2.6,,,,,,S,0,9,73,51,,,1,3,20.2,24.5,Yes,0,No
3560,8,BadgerysCreek,4.3,16.3,0,,,S,33,WSW,WSW,19,17,58,38,1020.9,1019.5,,,10.9,15.9,No,0,No
49173,11,Tuggeranong,16.7,34.5,0,,,WNW,31,ENE,WNW,9,13,76,39,1016,1011.2,,,20,32.5,No,0,No
77411,10,Watsonia,12.1,26.2,0,6.6,5.3,N,69,N,N,31,37,38,21,1009.3,1002.6,7,7,16,25.5,No,1.6,Yes
113834,2,PearceRAAF,20.8,34.7,0,,5.2,E,56,E,ESE,24,28,44,26,1013.7,1011.2,8,,24.2,33.3,No,16.2,Yes
81022,8,Dartmoor,10.4,15.9,1.6,2.2,8.2,NW,31,NW,WNW,13,13,,,1015.1,1014.9,,,11.5,15.3,Yes,0.6,No
111901,5,Witchcliffe,10,17.3,2,,,WNW,41,WSW,WSW,13,15,66,64,1017.8,1018,,,14.6,16.3,Yes,2.4,Yes
64789,11,MelbourneAirport,9.5,33.4,0,5.8,9.8,N,61,ESE,NE,6,15,58,16,1014.7,1009.7,4,7,18.6,32.4,No,0,No
62209,1,Sale,14.5,26,0.2,,,ESE,35,SW,E,9,24,73,57,1015.2,1015.5,,,20.3,25.8,No,0,No
41661,9,Wollongong,15.5,20.6,7.8,,,W,100,NW,WSW,39,44,44,40,994.7,996.2,,,16.9,19.8,Yes,0,No
90195,9,GoldCoast,7.9,22.6,0,,,NE,28,WNW,NE,7,20,48,52,1019.4,1015.4,,,17.1,21.6,No,6.6,Yes
138492,10,Darwin,23.8,32.9,0,5.6,10.9,NW,33,NE,NNW,2,24,62,45,1015.8,1011.9,1,1,29.1,31.5,No,0,No
106026,1,Albany,18,20.5,0,5,0,,,SSE,SE,19,19,82,76,1008.6,1006.8,8,8,19.2,19.7,No,5.6,Yes
140141,1,Katherine,24.5,36,0.8,4.8,,NW,41,NW,WNW,30,20,73,,1009,1005.8,5,,29.6,,No,0,No
64601,5,MelbourneAirport,4.2,16.8,0,3.8,2.1,N,61,N,N,31,35,55,56,1022.2,1018.3,7,8,12.3,16.2,No,5,Yes
4280,9,BadgerysCreek,1.8,28.3,0,,,NNW,63,N,N,6,33,58,14,1016,1006.5,,,13.1,27,No,0,No
10280,10,CoffsHarbour,14.9,32.9,0,5.2,11.6,SSW,54,NW,NE,20,26,40,41,1016.2,1012.2,1,1,24.5,28.7,No,0,No
126622,5,Walpole,16.4,21.9,0,,,NW,44,NW,NNW,19,17,85,80,1015.2,1013.3,,,18.3,19.9,No,4.6,Yes
92517,10,Townsville,22.6,30.6,0,11.6,11.4,E,48,ESE,ENE,31,28,49,53,1018.2,1013.9,2,1,28.2,28.5,No,0,No
135494,4,AliceSprings,12,30.8,0,7.4,11.2,S,39,W,SSE,2,17,24,12,1020.2,1016.2,0,1,22.6,29.3,No,0,No
54511,3,Ballarat,10.5,14.6,2.8,,,S,50,SSW,S,22,31,90,62,1015.5,1017.8,7,7,10.8,13.2,Yes,0.2,No
91216,12,Townsville,25.5,32.3,0.8,7.8,11.1,ENE,35,NE,ENE,11,28,70,63,1010.7,1008.3,5,3,29.8,31.1,No,9.4,Yes
84510,7,Brisbane,11.8,21.3,0,2.6,2.1,ENE,13,SSW,NE,4,6,87,73,1022.2,1017.5,7,6,15.4,20.5,No,0,No
10139,5,CoffsHarbour,13.6,20.2,1,3.4,5.9,SSW,44,SW,SSW,26,20,66,81,1028.3,1027.9,5,7,16.5,17.2,No,20.4,Yes
130674,2,Launceston,7.3,18.6,1.2,,,SSW,37,WNW,WSW,13,11,50,37,1010.3,1013.6,,,12.2,17.9,Yes,0,No
13234,10,Moree,13.7,32.4,0,8.2,12.4,NNE,41,NNE,NNW,28,15,48,18,1016.9,1011,1,1,19.6,30.5,No,0,No
41694,10,Wollongong,11.7,16.5,36.8,,,SE,65,S,SE,46,39,79,75,1025.5,1026.5,8,8,15.3,14.7,Yes,0.6,No
125386,11,Walpole,9,21.3,0,,,SE,43,NNE,ESE,17,22,58,59,1023,1020.6,,,16.7,19.2,No,0,No
13822,9,Moree,9.8,26.5,0,,,N,46,N,NW,24,9,54,28,1024.4,1020.1,,8,19.1,25.2,No,0,No
30014,7,Sydney,11,18.9,0,4.8,8.4,,,NNW,W,13,33,55,32,1007.9,1006.4,1,1,13,17.8,No,0,No
130266,1,Launceston,15.8,30.4,0,,,NW,39,WNW,WNW,13,26,72,33,1010.1,1008.5,,,21.1,29.7,No,0,No
12725,5,Moree,4.3,17.9,0,2,,SSW,37,SSW,SSW,11,28,77,45,1017.4,1015.3,0,1,9.2,17.5,No,0,No
112112,7,PearceRAAF,7.3,16.2,3.4,,2,N,20,ENE,NNW,13,9,89,64,1017.9,1016.9,8,8,11.4,16.1,Yes,1.2,Yes
60753,11,Sale,14.8,23.4,4.8,1.8,11.2,,,W,WSW,19,48,71,51,1005.1,1006.2,3,4,19.9,22,Yes,0,No
100519,6,Nuriootpa,7.4,10.5,0.2,2.8,1.7,W,57,NW,NW,19,19,74,84,1014.8,1014.2,7,6,7.8,9.6,No,14.6,Yes
3760,2,BadgerysCreek,16.6,29.5,0,,,E,26,WNW,N,6,13,90,54,1009.6,1007.9,,,20.5,27.8,No,0.4,No
18717,1,NorahHead,19.8,27.2,0,,,SSW,52,NNE,NE,11,15,75,81,1013.3,1010.3,,,23.5,23.5,No,0,No
42996,9,Wollongong,13.2,19.8,0,,,WSW,72,NE,WNW,22,35,57,56,1007.7,1006.1,,2,16.3,14.7,No,0,No
106730,1,Albany,19.3,22,0,8,4.5,,,E,E,26,41,66,62,1018,1015.3,8,4,19.2,20.9,No,0,No
74252,5,Portland,13.7,17.1,3.8,4,3.1,WNW,39,N,NW,15,13,99,99,1015.6,1012.8,8,8,14.1,13.1,Yes,22.8,Yes
44352,11,Canberra,14,26.9,3.6,4.4,9.7,ENE,39,E,W,4,17,80,36,1012.4,1008.4,5,3,17.5,25.7,Yes,3.6,Yes
131378,4,Launceston,10.2,20.7,0.2,,,N,46,NNW,NW,19,19,76,52,1011.3,1010.7,,,15.7,18.9,No,0,No
122837,9,SalmonGums,5.6,22.8,0,,,NE,39,NE,NNE,20,17,71,35,,,,,13.5,20.9,No,0,No
20306,8,NorahHead,13.7,23.7,0,,,NE,31,WNW,NE,2,15,53,56,1024.3,1020.9,,,17.8,20.7,No,0,No
57474,1,Bendigo,19.1,27.4,40.8,,,ENE,54,NE,N,26,20,93,88,1003.3,1003.1,8,7,21.4,24.6,Yes,25.2,Yes
13743,6,Moree,5.9,21.4,0,11,9.9,SSE,35,SE,SSE,19,20,54,21,1025.2,1022.4,1,1,13.7,20.8,No,0,No
54865,4,Ballarat,1.6,20.8,0,,,W,24,N,NW,15,13,85,34,1033.5,1030.9,0,,11.3,20.4,No,0,No
100358,1,Nuriootpa,5.6,28.3,0,7.6,13.1,WSW,39,NE,W,9,13,61,20,1017.5,1013.5,2,0,14.5,26.4,No,0,No
13441,7,Moree,3.1,15.6,3.2,0.6,8.1,WSW,26,ENE,W,4,9,83,42,1020.5,1018,1,5,9.4,14.9,Yes,0,No
2148,2,Albury,20.4,36.1,0,,,NE,31,SE,NNW,19,17,53,23,1019.9,1017.2,,1,23.7,34.8,No,0,No
132260,10,Launceston,6.2,15.3,0,,,NNW,48,NNW,NNW,24,28,71,77,,,8,8,11.5,14,No,0,No
90586,10,GoldCoast,13.2,25.5,0,,,NNE,41,NNW,NNE,7,35,50,57,1020,1016.8,,,23.7,24.3,No,0,No
46056,8,Canberra,1.4,13.9,0,4.9,10.6,S,52,S,S,31,30,55,40,1024.8,1023.7,1,,8.7,12.4,No,0,No
109347,1,Witchcliffe,14.7,30.7,0,,,WNW,37,N,W,13,17,53,63,1003.8,1006.1,,,25.9,23.8,No,1,No
21411,3,NorfolkIsland,23.8,28.1,0,7.2,1.6,SSE,48,N,W,17,15,82,87,1013.5,1011.4,7,7,25.4,22.8,No,18,Yes
97673,11,MountGambier,10.7,17.2,2.8,3.6,6.6,SSE,50,S,S,31,31,53,62,1019.1,1019.6,6,7,13.3,15.1,Yes,0.2,No
66135,7,Melbourne,7.4,15.7,0,4,7.2,N,56,N,NNW,33,19,66,39,1015.4,1012.2,6,7,8.6,14.6,No,0,No
136092,12,Darwin,24.1,28.1,36.6,7.8,0,N,61,WNW,N,7,15,94,89,1006.2,1003,8,8,24.7,27,Yes,50,Yes
53532,2,MountGinini,10.4,23.6,0,,,W,39,NW,W,13,13,32,30,,,,,16.2,22.5,No,0,No
93536,8,Townsville,13.1,23.5,0,9,,SSW,46,SSW,SSW,28,20,41,28,1018.4,1014.7,,,16.4,22.4,No,0,No
7017,1,Cobar,22.2,36.6,0,13,,S,52,NE,SW,20,7,46,21,1014.6,1012,1,7,26.4,35.2,No,0,No
1525,5,Albury,5.3,14.9,1,,,SSE,15,S,ESE,9,4,100,55,1018.1,1015.8,8,,6.9,14.3,No,0,No
18924,7,NorahHead,8.4,14.6,0,,,SSW,67,WSW,SSW,17,35,57,54,1023.8,1021.7,,,11.1,14.1,No,7,Yes
474,3,Albury,17.2,28.7,0,,,W,39,ENE,N,4,13,79,41,1016.4,1011.8,,,19.4,28.3,No,11,Yes
133750,5,AliceSprings,4.7,21.1,0,4,10.6,ESE,37,,S,0,22,59,27,1024.1,1020.4,1,1,12.7,20.5,No,0,No
111291,9,Witchcliffe,6,16.1,0,,,WSW,22,,WSW,0,11,80,54,1028.9,1027.8,,,12.6,15,No,0,No
9174,9,CoffsHarbour,9.4,21.2,0,4,10.6,SE,20,SE,E,6,17,41,61,1018.3,1015,1,2,19.7,20.1,No,0,No
6718,2,Cobar,23.1,31.8,2.2,6,,S,39,S,SSW,15,15,77,44,1010.3,1009.6,5,7,24.4,31,Yes,0.2,No
104908,7,Woomera,4.9,21.8,0,4,9,NNE,46,NE,NE,17,19,34,14,1023.5,1019.2,0,0,11.6,21,No,0,No
31569,1,Sydney,20.1,27.5,0,7.4,11.2,S,57,SSW,E,17,22,60,54,1003.4,1002.3,1,1,22.9,24.6,No,0,No
51525,5,MountGinini,0.3,9.8,0,,,S,50,S,SW,24,11,20,47,,,,,7.2,7.4,No,0,No
140519,1,Katherine,24,35,8,0,,W,59,N,N,13,13,69,,1010.7,1006.2,5,,30.5,,Yes,21.8,Yes
63721,10,MelbourneAirport,4.1,21.9,0,2.8,10.9,N,35,W,N,2,6,78,41,1021.8,1017.7,4,7,11.3,21.6,No,0,No
71356,8,Nhil,4.8,12.3,4.4,,,W,61,NNW,NNW,19,30,87,78,1008.5,1006.5,,,7.2,10.8,Yes,3,Yes
76079,11,Watsonia,9,26,0,6,13,SW,28,NE,SSW,4,13,68,28,1026.7,1022.7,7,3,14.5,25.7,No,0,No
141189,9,Uluru,7.9,33.7,0,,,SSW,35,,SSE,0,15,18,8,1018.2,1014.2,,,21,32.1,No,0,No
115797,2,PerthAirport,12.9,27.2,0,4.4,12,S,48,SSE,SW,20,24,44,38,1015.8,1013.7,1,4,20.1,24.8,No,0,No
37646,3,WaggaWagga,18.8,29.2,9,5.8,7.7,SW,43,SE,NW,4,9,88,51,1017.5,1015.6,7,6,20,26.7,Yes,0,No
42700,9,Wollongong,16.7,32.2,0.4,,,NW,72,NNE,NNW,28,30,64,26,1007.3,1002.3,,,20.2,31.2,No,7.6,Yes
123660,12,SalmonGums,20.1,40.1,0,,,SSW,54,N,W,26,15,15,16,,,,,32.3,36,No,1.4,Yes
136427,11,Darwin,26.5,34,0,8,8.7,WNW,35,NNW,NW,7,24,67,51,1010,1006.4,7,7,30.6,33.6,No,0,No
55324,9,Ballarat,1.1,10.2,0.2,,,NNE,50,NNE,NNE,35,28,59,69,1016.4,1013.8,,7,7.7,8.1,No,1.8,Yes
70931,10,Mildura,6.7,20.2,0,0.8,10.8,SSE,31,SE,SE,17,15,70,33,1025.7,1023.5,0,0,11.1,18.4,No,0,No
82612,1,Brisbane,22.1,28.4,0.4,7.8,6.9,ENE,31,ESE,ESE,13,13,58,57,1013.1,1010.8,3,5,27.2,27.1,No,0,No
122453,8,SalmonGums,3.4,14.9,6.6,,,WNW,48,W,W,26,24,70,49,,,,,8.2,13.4,Yes,0,No
109616,10,Witchcliffe,11.8,19.1,1,,,WSW,28,SSE,SW,13,17,92,62,1025,1022.8,,,15,16.7,No,0,No
61176,3,Sale,17.6,35.4,0,6,4.2,SW,39,NW,E,7,19,77,23,1017,1015,8,8,22.2,34.4,No,0.2,No
70290,1,Mildura,18.2,22.5,15.6,1.6,0.1,SE,39,SSE,E,13,13,100,93,1009.2,1008.4,8,8,19,21.6,Yes,6,Yes
18330,11,NorahHead,16.3,23.5,0.2,,,S,80,NNE,NE,7,30,82,81,1018.1,1015.7,,,21.2,21.7,No,29.2,Yes
121785,8,SalmonGums,2.1,19.5,0,,,N,37,WNW,N,9,6,65,37,,,,,12.6,18.8,No,0,No
74831,12,Portland,8,20.1,0,11.4,11.9,S,31,W,S,9,17,79,64,1010.2,1010.5,1,5,17.3,18.8,No,0,No
18762,2,NorahHead,19.1,24.3,0,,,S,26,SSW,S,7,19,83,81,1017.3,1016.7,,,22.1,23.6,No,0,No
45597,5,Canberra,9.6,16.2,0,1.8,0.2,NNW,20,,NNW,0,9,83,72,1017.9,1015.9,6,7,12.7,14.8,No,0,No
118570,11,Perth,12.9,21,10.6,3.8,10.1,SSW,48,S,SSW,19,24,79,47,1015.1,1014.2,7,4,17.8,20.1,Yes,0.8,No
92287,3,Townsville,24.8,31.5,1.8,5.8,7.1,E,37,SSE,SE,2,19,78,73,1003.5,1000.8,7,7,28.8,30.4,Yes,0,No
41326,5,Williamtown,11.8,20.2,0.2,,,SSW,39,WSW,SW,20,28,83,57,1015.8,1013.6,7,7,16.1,19.5,No,0.4,No
345,11,Albury,18.1,32.8,0,,,SE,31,SE,SSE,19,17,42,22,1017.2,1013.9,,,23.2,31.7,No,0,No
31756,7,Sydney,8.8,17.3,0.2,5.8,9.8,WNW,61,WNW,W,15,37,52,32,1005.8,1005.1,1,2,11.9,16.8,No,0,No
91498,10,Townsville,22.7,30.5,0,8.2,11.2,ENE,37,E,ENE,20,28,66,63,1015.6,1012.1,3,3,27.5,28.8,No,0,No
54388,11,Ballarat,5,14.4,0,,,S,26,S,SW,13,13,80,51,1016.6,1015.4,5,7,9.6,13.6,No,0,No
24285,12,Penrith,14.9,32,0,,,WSW,35,NNE,NNE,9,9,60,28,,,,,21.9,30.4,No,0,No
79884,5,Dartmoor,7.1,15.2,1.8,1.4,6.7,W,43,WNW,WSW,15,22,88,57,1019.4,1019.5,,,10.9,14.7,Yes,1.2,Yes
30413,8,Sydney,7.6,17,0,2.4,10.3,,,W,S,19,19,56,40,1020.5,1019.2,1,2,10.5,15.7,No,0,No
134374,3,AliceSprings,23.4,35.3,0,10,10.2,ESE,46,ESE,E,20,20,26,20,1016.5,1012.7,2,5,27.5,33,No,0,No
118113,8,Perth,10.7,18,10,3.4,1.8,NNE,26,N,NW,4,9,77,59,1015.5,1013,7,6,13.6,17.5,Yes,11,Yes
130236,12,Launceston,13.4,17.1,0.6,,,NNW,46,NW,NW,22,22,76,80,1003.4,1002.7,,,16.3,15.3,No,3,Yes
28697,4,Richmond,11,27.9,0,,,SW,44,N,ENE,2,15,83,46,1025,1020.7,,,16.9,27.6,No,21.4,Yes
85762,6,Cairns,19.8,26.7,0,7.2,7.5,SE,46,S,SSE,24,26,66,59,1018.9,1016.2,2,3,22.7,24.3,No,2.8,Yes
42507,3,Wollongong,16.1,20.5,1.2,,,S,52,SW,S,22,39,71,75,1023.1,1023.6,7,8,17.6,19.2,Yes,0.4,No
